verdict,censusRecordId,censusName,hiltonName,ctyhocn,censusStatus,hiltonStatus,hiltonOpenDate,city,country,affiliation
match,rec00NJhff5GN3n23,Motto by Hilton Guadalajara Centro Historico,Motto by Hilton Guadalajara Centro Historico,GDLCHUA,Pipeline,Pipeline,2026-06-23,Guadalajara,Mexico,Motto by Hilton
unverified_no_code,rec02E7xPBIQlPdqZ,Hilton Garden Inn Ica,,,Pipeline,,,Ica,Peru,Hilton Garden Inn
match,rec0ASKS5YOZBYYnc,Hilton Garden Inn Lima Miraflores,Hilton Garden Inn Lima Miraflores,LIMLMGI,Open,Open,2022-05-05,Lima,Peru,Hilton Garden Inn
match,rec0CaettSIncDMg7,Hilton Garden Inn Queretaro,Hilton Garden Inn Queretaro,QROPIGI,Open,Open,2012-12-12,Queretaro,Mexico,Hilton Garden Inn
unverified_graphql_error,rec0Dy7kkF5Wi8HTD,Hilton Garden Inn Merida,,MIDYUGI,Open,,,Mérida,Mexico,Hilton Garden Inn
match,rec0MLxIzT3tmzOCH,Hilton Garden Inn Santiago del Estero,Hilton Garden Inn Santiago del Estero,SDEGIGI,Open,Open,2021-10-15,Santiago del Estero,Argentina,Hilton Garden Inn
match,rec0bJzOb120B2jEc,DoubleTree by Hilton Bogota Salitre AR,DoubleTree by Hilton Bogota Salitre AR,BOGDTDT,Open,Open,2020-01-14,Bogota,Colombia,DoubleTree by Hilton
match,rec0fJMjqu1N2aMyL,Hampton Inn by Hilton San Luis Potosi,Hampton Inn by Hilton San Luis Potosi,SLPHXHX,Open,Open,2019-02-15,San Luis Potosi,Mexico,Hampton by Hilton
unverified_no_code,rec1024vvRUtp2ijt,Hampton by Hilton Trinidad Airport,,,Pipeline,,,Piarco,Trinidad and Tobago,Hampton by Hilton
unverified_no_code,rec11yRBgfLOIjnKl,Hampton by Hilton Lima Miraflores,,,Pipeline,,,Miraflores,Peru,Hampton by Hilton
match,rec172h7kVbwOoUwD,Hilton Garden Inn Guanacaste Airport,Hilton Garden Inn Guanacaste Airport,SJOLAGI,Open,Open,2008-11-17,Liberia,Costa Rica,Hilton Garden Inn
unverified_no_code,rec1DSy1rTE4oKgiF,"Bermudiana Beach Resort, a Tapestry Collection by Hilton",,,Pipeline,,,Warwick,Bermuda,Tapestry Collection by Hilton
unverified_no_code,rec1Q1mqhxAVQUEmh,Hilton Garden Inn Cartagena,,,Pipeline,,,Cartagena,Colombia,Hilton Garden Inn
match,rec1Ri5x70QWk214j,Hampton by Hilton Inn & Suites Aguascalientes,Hampton Inn & Suites by Hilton Aguascalientes Airport,AGUHXHX,Open,Open,2015-02-24,Aguascalientes,Mexico,Hampton by Hilton
unverified_no_code,rec1X6pphTLTJMsHw,"Atolon Hotel Cartagena Tierra Bomba, Curio Collection by Hilton",,,Pipeline,,,Cartagena,Colombia,Curio Collection by Hilton
match,rec1YhkKq136V8ylI,Tru by Hilton Puebla Angelopolis,Tru by Hilton Puebla Angelopolis,PBCAGRU,Open,Open,2026-01-08,San Andres Cholula,Mexico,Tru by Hilton
match,rec1eJREGASgjYWsE,Hampton Inn By Hilton Hermosillo,Hampton Inn by Hilton Hermosillo,HMORSHX,Open,Open,2014-11-25,Hermosillo,Mexico,Hampton by Hilton
match,rec2OwKL9doDU6wA6,Hampton Inn Ciudad Juarez,Hampton Inn by Hilton Ciudad Juárez,CDJMXHX,Open,Open,2005-05-11,Ciudad Juarez,Mexico,Hampton by Hilton
match,rec2UDYReyg9GnzRF,Curio Collection by Hilton Villa Mercedes Merida,"Villa Mercedes Merida, Curio Collection by Hilton",MIDVMQQ,Open,Open,2021-09-30,Merida,Mexico,Curio Collection by Hilton
match,rec2V2gwJBUAKxHNl,Hilton San Jose La Sabana,Hilton San Jose La Sabana,SJONAHH,Open,Open,2021-05-11,San Jose,Costa Rica,Hilton
match,rec2aR9iQWc4bmzm9,Hampton by Hilton San Juan City Center,Hampton by Hilton San Juan City Center,SJACCHX,Pipeline,Pipeline,2026-09-17,San Juan,Puerto Rico,Hampton by Hilton
unverified_no_code,rec2csqTgAXfQhBhp,Tru by Hilton San Juan Condado,,,Pipeline,,,San Juan,Puerto Rico,Tru by Hilton
match,rec2czX5DMGw8Ovmt,Hampton by Hilton Saltillo,Hampton by Hilton Saltillo,SLWHAHX,Open,Open,2002-03-06,Saltillo,Mexico,Hampton by Hilton
unverified_no_code,rec2rt7LWirHlEIrZ,"Cabos Resort Fajardo, Tapestry Collection by Hilton",,,Pipeline,,,Fajardo,Puerto Rico,Tapestry Collection by Hilton
match,rec30RgNl0ReqOtYx,Zemi Miches All-Inclusive Resort Curio Collection by Hilton,"Zemi Miches Punta Cana All-Inclusive Resort, Curio Collection by Hilton",PUJMIQQ,Open,Open,2025-06-17,Miches,Dominican Republic,Curio Collection by Hilton
match,rec34iQ7sh5NarWcu,Motto by Hilton Tulum,Motto by Hilton Tulum,CZMTUUA,Open,Open,2022-10-24,Tulum,Mexico,Motto by Hilton
match,rec3NhNLYI09P1AQp,Hilton Bogota,Hilton Bogota,BOGBCHH,Open,Open,2011-11-15,Bogota,Colombia,Hilton
match,rec3SDNEVxMCJaBpG,Hilton Garden Inn Panama City Downtown,Hilton Garden Inn Panama City Downtown,PTYDNGI,Open,Open,2023-12-13,Panama,Panama,Hilton Garden Inn
match,rec3WSuJfRfLW1rJb,Hampton by Hilton Guanacaste Airport,Hampton by Hilton Guanacaste Airport,LIRRAHX,Open,Open,2023-11-30,Liberia,Costa Rica,Hampton by Hilton
unverified_no_code,rec3jEROJWiq0YpZc,DoubleTree by Hilton Cote des Arcadins All-Inclusive Resort,,,Pipeline,,,Cote des Arcadins,Haiti,DoubleTree by Hilton
match,rec3vrNUkunH7SNJE,Hilton Vacation Club Royal Palm St. Maarten,Hilton Vacation Club Royal Palm St. Maarten,SXMROGV,Open,Open,2022-09-22,Philipsburg,Sint Maarten (Dutch part),Hilton Grand Vacations
match,rec4GHCdHmpcC79jZ,Hilton Buenos Aires,Hilton Buenos Aires,BUEHIHH,Open,Open,,Buenos Aires,Argentina,Hilton
match,rec4NKyjfJZBOZkYu,"Mahogany Bay Resort & Beach Club, Curio Collection by Hilton","Mahogany Bay Resort & Beach Club, Curio Collection by Hilton",TZAMBQQ,Open,Open,2017-12-06,San Pedro,Belize,Curio Collection by Hilton
match,rec4Tk1N3YVhZQu4L,DoubleTree by Hilton Hotel Mexico City Santa Fe,DoubleTree by Hilton Hotel México City Santa Fe,MEXSTDT,Open,Open,2016-12-01,Mexico City,Mexico,DoubleTree by Hilton
match,rec4aiFJ2Dr5F6Za7,Hilton Garden Inn Cusco,Hilton Garden Inn Cusco,CUZGIGI,Open,Open,2015-12-16,Cusco,Peru,Hilton Garden Inn
match,rec4bSVPjrcRfLaSk,DoubleTree by Hilton Porto Alegre,DoubleTree by Hilton Porto Alegre,POABRDT,Open,Open,2022-12-14,Porto Alegre,Brazil,DoubleTree by Hilton
match,rec4fpErb1WQoRS8N,DoubleTree by Hilton Toluca,DoubleTree by Hilton Toluca,TLCTLDT,Open,Open,2019-05-30,Toluca,Mexico,DoubleTree by Hilton
unverified_no_code,rec4iIjTgIygr2wmT,Tru by Hilton San Jose Airport,,,Pipeline,,,Río Segundo,Costa Rica,Tru by Hilton
match,rec562J8v78iMgqzm,Hampton by Hilton Quito La Carolina Park,Hampton by Hilton Quito La Carolina Park,UIOCMHX,Open,Open,2023-02-16,Quito,Ecuador,Hampton by Hilton
match,rec57iPzFuI4WlxX4,MM Grand Hotel Puebla Tapestry Collection by Hilton,"MM Grand Hotel Puebla, Tapestry Collection by Hilton",PBCMMUP,Open,Open,2019-12-05,Puebla,Mexico,Tapestry Collection by Hilton
unverified_no_code,rec59IKNo4tYbaRdQ,DoubleTree by Hilton Cote des Arcadins All-Inclusive Resort,,,Pipeline,,,Cote des Arcadins,Haiti,DoubleTree by Hilton
match,rec5SGZRRc8oxXlA4,Hilton Mexico City Airport,Hilton México City Airport,MEXAHHF,Open,Open,,Mexico City,Mexico,Hilton
match,rec5WGmqmEcgSJovQ,Hampton by Hilton Ponce,Hampton by Hilton Ponce,PSEPOHX,Pipeline,Pipeline,2027-03-20,Ponce,Puerto Rico,Hampton by Hilton
match,rec5ZeC5ePemI0ICJ,Hampton Inn & Suites San Juan,Hampton Inn & Suites San Juan,SJUHHHX,Open,Open,1997-11-24,Carolina,Puerto Rico,Hampton by Hilton
unverified_no_code,rec5jtMpYE4mJAnHc,"Zacatecas Centro Historico, Curio Collection by Hilton",,,Pipeline,,,Zacatecas,Mexico,Curio Collection by Hilton
match,rec638CLFce8kSs5U,Hilton Garden Inn Barranquilla,Hilton Garden Inn Barranquilla,BAQACGI,Open,Open,2014-09-30,Barranquilla,Colombia,Hilton Garden Inn
match,rec6DU7Vnnwe4o2Dg,Hilton Guatemala City,Hilton Guatemala City,GUALLHH,Open,Open,2018-10-16,Guatemala City,Guatemala,Hilton
match,rec6IKyhTX11kxg85,DoubleTree by Hilton Guadalajara Centro Historico,DoubleTree by Hilton Guadalajara Centro Historico,GDLDTDT,Open,Open,2020-12-01,Guadalajara,Mexico,DoubleTree by Hilton
match,rec6Lw0WaqlRdayrd,Hampton Inn by Hilton Ciudad Del Carmen Campeche,Hampton Inn by Hilton Ciudad del Carmen Campeche,CMEMXHX,Open,Open,2012-02-21,Ciudad Del Carmen,Mexico,Hampton by Hilton
match,rec6xKwS2m883xRvS,DoubleTree by Hilton Hotel Bogota - Parque 93,DoubleTree by Hilton Hotel Bogotá - Parque 93,BOGNTDT,Open,Open,2015-12-15,Bogota,Colombia,DoubleTree by Hilton
match,rec6yiFUq0xKltqep,DoubleTree by Hilton Hotel Veracruz,DoubleTree by Hilton Hotel Veracruz,VERMADT,Open,Open,2016-06-28,Veracruz,Mexico,DoubleTree by Hilton
match,rec6zMMmwLfjmlfEO,Hampton Inn By Hilton Celaya,Hampton Inn by Hilton Celaya,CYWCMHX,Open,Open,2017-07-06,Celaya,Mexico,Hampton by Hilton
match,rec71jiVyb94eVTld,Curio Collection by Hilton Umbral,"Umbral, Curio Collection by Hilton",MEXUBQQ,Open,Open,2019-08-15,Mexico City,Mexico,Curio Collection by Hilton
match,rec8Kr5nKdrODSdDp,DoubleTree by Hilton Lima Miraflores El Pardo,El Pardo Lima - A DoubleTree by Hilton Hotel,LIMPUDT,Open,Open,2000-03-02,Lima,Peru,DoubleTree by Hilton
unverified_no_code,rec8TNaGOwwd5smNL,Motto by Hilton Mexico City Condesa Roma,,,Pipeline,,,Mexico City,Mexico,Motto by Hilton
match,rec8e4a1RMy7muxB4,Anselmo Buenos Aires Curio Collection by Hilton,"Anselmo Buenos Aires, Curio Collection by Hilton",BUEBAQQ,Open,Open,2015-07-22,Buenos Aires,Argentina,Curio Collection by Hilton
match,rec8pDY7m9kotAqTp,Tru by Hilton Chapeco,Tru by Hilton Chapecó,XAPSCRU,Open,Open,2025-06-10,Chapeco,Brazil,Tru by Hilton
match,rec8uWx53Dakcvi4g,Hampton Inn Tampico Zona Dorado,Hampton Inn by Hilton Tampico Zona Dorada,TAMZDHX,Open,Open,2015-12-15,Tampico,Mexico,Hampton by Hilton
unverified_no_code,rec8y62lRCjSu1e6f,"Hotel Museo de Osma Lima, Tapestry Collection by Hilton",,,Pipeline,,,Lima,Peru,Tapestry Collection by Hilton
match,rec96plFVfoYeneLz,Hilton Colon Quito,Hilton Colon Quito,QUIHIHF,Open,Open,2008-07-01,Quito,Ecuador,Hilton
unverified_no_code,rec98VJxLKvtDtVll,"Botanika Osa Peninsula, Curio Collection by Hilton",,,Open,,,Puerto Jimenez,Costa Rica,Curio Collection by Hilton
match,rec9Al5t6gO9kVHCs,Hilton Los Cabos,Hilton Los Cabos Beach & Golf Resort,SJDLCHH,Open,Open,2002-01-31,La Paz,Mexico,Hilton
unverified_no_code,rec9Lz837hytL82ZZ,Waldorf Astoria Guanacaste,,,Pipeline,,,Guanacaste,Costa Rica,Waldorf Astoria
match,rec9VcZKSpVYy4oNl,Hilton Bogota Corferias Convention Center,Hilton Bogota Corferias,BOGCCHH,Open,Open,2019-04-04,Bogota,Colombia,Hilton
match,rec9XJgqnvFHMYGLp,Hampton by Hilton Yopal,Hampton by Hilton Yopal,EYPYOHX,Open,Open,2015-03-24,Yopal,Colombia,Hampton by Hilton
match,rec9XpDuhx43nBfaJ,Hilton Garden Inn Mexico City Santa Fe,Hilton Garden Inn Mexico City Santa Fe,SAFGIGI,Open,Open,2018-02-14,Mexico City,Mexico,Hilton Garden Inn
unverified_no_code,rec9bGuNUDNipyyiU,Hampton by Hilton San Salvador Airport,,,Pipeline,,,San Salvador,El Salvador,Hampton by Hilton
match,rec9k2MAtZgYtOVwr,Hilton Princess Managua Hotel,Hilton Princess Managua,MGAHFHF,Open,Open,,Managua,Nicaragua,Hilton
match,recA5iV9LnMwc7WKq,The Condado Plaza Hotel,The Condado Plaza Hotel,SJUCOHH,Open,Open,2009-03-12,San Juan,Puerto Rico,Hilton
match,recA6svG5ZZVX8E2C,Hilton Aruba Caribbean Resort & Casino,Hilton Aruba Caribbean Resort & Casino,AUAHHHH,Open,Open,2015-07-15,Palm Beach,Aruba,Hilton
match,recACse1lXEo5YfOm,Hilton Garden Inn Neuquen,Hilton Garden Inn Neuquen,NQNGIGI,Open,Open,2020-01-28,Neuquen,Argentina,Hilton Garden Inn
match,recAaTLAMer14ZEuG,"Mahogany Bay Resort & Beach Club, Curio Collection by Hilton","Mahogany Bay Resort & Beach Club, Curio Collection by Hilton",TZAMBQQ,Open,Open,2017-12-06,San Pedro,Belize,Curio Collection by Hilton
match,recAgbyFnkjlAyskH,Hampton by Hilton Caraguatatuba Serramar,Hampton by Hilton Caraguatatuba Serramar,QCQJLHX,Open,Open,2025-10-21,Caraguatatuba,Brazil,Hampton by Hilton
match,recAh0HQ4Sbdcv7o8,Hilton Barbados Resort,Hilton Barbados Resort,BGIHIHH,Open,Open,,Bridgetown,Barbados,Hilton
match,recAmOOcKJUQGN4Fo,Hampton by Hilton Monterrey Tecnologico,Hampton by Hilton Monterrey Tecnologico,MTYMXHX,Open,Open,2026-06-10,Monterrey,Mexico,Hampton by Hilton
match,recAqIScZSS3ODiLy,Hampton by Hilton Guanacaste Airport,Hampton by Hilton Guanacaste Airport,LIRRAHX,Open,Open,2023-11-30,Liberia,Costa Rica,Hampton by Hilton
match,recAvnmqhNiLe9Dje,Hampton by Hilton Aquascalientes Downtown,Hampton by Hilton Aguascalientes Downtown,AGUMXHX,Open,Open,2021-07-01,Aguascalientes,Mexico,Hampton by Hilton
match,recBHX1fen6yZdszr,Hilton Aruba Caribbean Resort & Casino,The Westerly at Hilton Aruba Caribbean Resort,AUATTHH,Open,Open,2026-04-01,Palm Beach,Aruba,Hilton
match,recBSuHKa4UvKUqWz,Hampton By Hilton Cucuta,Hampton by Hilton Cucuta,CUCCOHX,Open,Open,2018-08-02,Cucuta,Colombia,Hampton by Hilton
unverified_no_code,recBVUw0yFtPxQFbM,Hilton Garden Inn Tarapoto,,,Pipeline,,,Tarapoto,Peru,Hilton Garden Inn
unverified_no_code,recBYT2thdlopl8Wr,Tranquility Beach Resort Dominica,,,Pipeline,,,Salisbury,Dominica,Curio Collection by Hilton
unverified_no_code,recBaCfiYRRSL9wlk,Hilton Garden Inn Corrientes,,,Pipeline,,,Mendoza,Argentina,Hilton Garden Inn
match,recBeKZwESsz6eysx,Hampton by Hilton Santiago Las Condes,Hampton by Hilton Santiago Las Condes,SCLARHX,Open,Open,2023-09-14,Santiago,Chile,Hampton by Hilton
match,recBfbbeqXK3wjjZ4,Hampton by Hilton Lima San Isidro,Hampton by Hilton Lima San Isidro,LIMHXHX,Open,Open,2019-07-23,Lima,Peru,Hampton by Hilton
unverified_no_code,recC3x6zoELYnZB6S,Hilton Garden Inn Buenos Aires Norte,,,Pipeline,,,Buenos Aires,Argentina,Hilton Garden Inn
match,recC6qFaLB7nxLHYq,Indura Beach & Golf Resort Curio Collection by Hilton,Indura Beach & Golf Resort Curio Collection by Hilton,TEAIBQQ,Open,Open,2016-11-10,Tela,Honduras,Curio Collection by Hilton
unverified_no_code,recCAPiVkeqqaWq1i,Hampton by Hilton Jujuy,,,Pipeline,,,San Salvador de Jujuy,Argentina,Hampton by Hilton
match,recCiXwlYCRqfwQQ9,Waldorf Astoria Panama,Waldorf Astoria Panama,PTYTPWA,Open,Open,2013-02-27,Panama,Panama,Waldorf Astoria
match,recCkYA0ekcf5em5y,Hilton Lima Miraflores,Hilton Lima Miraflores,LIMMFHH,Open,Open,2012-12-13,Lima,Peru,Hilton
unverified_no_code,recCtM7BF50aAvrs8,Hampton by Hilton Trujillo,,,Pipeline,,,Trujillo,Peru,Hampton by Hilton
match,recD4imobkpgspDzi,Homewood Suites by Hilton Monterrey Apodaca,Homewood Suites by Hilton Monterrey Apodaca,MTYMEHW,Open,Open,2018-06-28,Apodaca,Mexico,Homewood Suites by Hilton
match,recD5wnt3qKJyCNL1,Hampton Inn by Hilton Torreon-Airport Galerias,Hampton Inn by Hilton Torreón-Airport Galerías,TRCHAHX,Open,Open,2004-04-28,Torreon,Mexico,Hampton by Hilton
match,recDX8Zqkt2bDhkxN,ROK Hotel Kingston Tapestry Collection,"ROK Hotel Kingston, Tapestry Collection by Hilton",KINOCUP,Open,Open,2022-06-30,Kingston,Jamaica,Tapestry Collection by Hilton
match,recDr3PMYwHOPq6D0,Hampton Inn by Hilton Piedras Negras,Hampton Inn by Hilton Piedras Negras,PDSHXHX,Open,Open,2016-08-17,Piedras Negras,Mexico,Hampton by Hilton
unverified_no_code,recDxFoKkEHGohxOA,Tru by Hilton Marechal Candido Rondon,,,Pipeline,,,Marechal Candido Rondon,Brazil,Tru by Hilton
match,recEKkU3GQYMWV66f,Hampton by Hilton Queretaro Juriquilla,Hampton by Hilton Queretaro Juriquilla,QROJQHX,Open,Open,2024-11-06,Juriquilla,Mexico,Hampton by Hilton
match,recENAmPhqW1rsrxj,"Qoya Hotel Sao Paulo, Curio Collection by Hilton","Qoya Hotel Sao Paulo, Curio Collection by Hilton",SAOCRQQ,Open,Open,2023-03-28,São Paulo,Brazil,Curio Collection by Hilton
unverified_graphql_error,recERTGHghwfg4Dt5,"Hilton La Romana, an All-Inclusive Family Resort",,LRMFMHH,Open,,,La Romana,Dominican Republic,Hilton
unverified_no_code,recETlBd8ctQnHx4L,Hilton Garden Inn Averanda,,,Pipeline,,,Cuernavaca,Mexico,Hilton Garden Inn
unverified_no_code,recEUtZHQPnLewkwX,Hilton Garden Inn Downtown Punta Cana,,,Pipeline,,,Punta Cana,Dominican Republic,Hilton Garden Inn
match,recEewQZ45Wk5R2B2,"Suryaa Hotel Pinhais, Curio Collection by Hilton","Suryaa Hotel Pinhais, Curio Collection by Hilton",CWBSPQQ,Open,Open,2022-11-01,Pinhais,Brazil,Curio Collection by Hilton
match,recEmM5TdgFEuwdSz,Hilton Ponce Golf & Casino Resort,Hilton Ponce Golf & Casino Resort,PNCHIHH,Open,Open,,Ponce,Puerto Rico,Hilton
match,recEtTKeEL8H8nChR,Tru by Hilton Palmerola Airport Comayaua,Tru by Hilton Distrito Palmerola,XPLAPRU,Open,Open,2026-02-26,Palmerola,Honduras,Tru by Hilton
match,recEztRKzrUapK4sZ,Homewood Suites by Hilton San Juan City Center,Homewood Suites by Hilton San Juan City Center,SJAJCHW,Pipeline,Pipeline,2026-09-17,San Juan,Puerto Rico,Homewood Suites by Hilton
match,recF2uI0D2IEpJost,Hampton by Hilton Santiago de los Caballeros,Hampton by Hilton Santiago de los Caballeros,STILLHX,Open,Open,2025-09-23,Santiago De Los Caballeros,Dominican Republic,Hampton by Hilton
unverified_no_code,recFGpFeQonDwGRTR,"Hilton Punta Cana Bavaro, an Adults Only All-Inclusive Resort",,,Pipeline,,,Punta Cana,Dominican Republic,Hilton
unverified_no_code,recFPcGZuSVEyYsId,Waldorf Astoria Mexico City,,,Pipeline,,,Mexico City,Mexico,Waldorf Astoria
unverified_no_code,recFPj0J4qXj5ZGLb,Hilton Garden Inn Posadas,,,Pipeline,,,Posadas,Argentina,Hilton Garden Inn
unverified_no_code,recFebAaFowWhJ8Zp,Hilton Punta Cana Bavaro Family Resort,,,Pipeline,,,Punta Cana,Dominican Republic,Hilton
match,recG4fIejQRdfUNIm,Hampton by Hilton David,Hampton by Hilton David,DAVIDHX,Open,Open,2020-10-29,David,Panama,Hampton by Hilton
match,recG73uBQmLiKArxc,Hilton Mexico City Reforma,Hilton Mexico City Reforma,MEXRFHH,Open,Open,2009-12-02,Mexico City,Mexico,Hilton
unverified_no_code,recGKuT86TJI05QAA,"AMARIS Grace Bay, LXR Hotels & Resorts",,,Pipeline,,,Providenciales,Turks and Caicos Islands,LXR Hotels & Resorts
match,recGzMcfHqqLtFA4t,DoubleTree by Hilton Canela,DoubleTree by Hilton Caracol Canela,CXJCADT,Open,Open,2025-05-15,Canela,Brazil,DoubleTree by Hilton
