status,recordId,name,country,city,strSubmarket,existingDealality,proposedDealality,confidence,reason
unmapped,recmCL5IV3sVUC27h,ibis Vitoria Da Conquista,Brazil,Vitoria da Conquista,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recmFSGlsmUfjjfVN,Hilton Garden Inn Maceio,Brazil,Maceio,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recmJBTog8s13W7s3,Hotel Bari Bucaramanga,Colombia,Bucaramanga,Santander Regional,,,No Match,no_corridor_match
unmapped,recmNQEpy2Cp6qyoK,Holiday Inn Navojoa,Mexico,Navojoa,Mexico Northwest Regional,,,No Match,no_corridor_match
unmapped,recmPkzNmlbyhdhLY,ibis Ribeirao Preto Vila do Golf,Brazil,Ribeirao Preto,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recmRGcWbu6LmMZCt,Easy Reta da Penha by Atlantica,Brazil,Vitória,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recmUIsMtSQstxOe5,Radisson Hotel Anapolis,Brazil,Anapolis,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,recmlh6mOu0Mxb5bX,Mercure Belem,Brazil,Belem,Brazil North Regional,,,No Match,no_corridor_match
mappable,recmnQNMFWsCvLlxc,Hilton Garden Inn San Jose Airport City Mall,Costa Rica,Alajuela,Costa Rica Regional,,San José Metro,High,exact_city_map
unmapped,recmoyMasztT6RPna,Salinas Maceio All Inclusive Resort,Brazil,Maceio,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recmplZmtaHr0ANmt,Holiday Inn Orizaba Veracruz,Mexico,Orizaba,Gulf Regional,,,No Match,no_corridor_match
unmapped,recmsclTL9gjDlX1w,Novotel Campo Grande,Brazil,Campo Grande,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,recmwIu1CUPcrXKrt,Radisson Hotel Alphaville,Brazil,Barueri,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recmwod7FOdW8dMys,Bristol Umarizal Belem,Brazil,Belem,Brazil North Regional,,,No Match,no_corridor_match
unmapped,recn02HY47eLgAWWx,ibis Lavras,Brazil,Lavras,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recn02S0te32z4wRv,ibis budget Balneario Camboriu,Brazil,Balneario Camboriu,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recn1TrsdeyUNsCSv,Venezuela Marriott Hotel Playa Grande,Venezuela (Bolivarian Republic of),Catia La Mar,Venezuela Regional,,,No Match,country_not_in_corridor_registry
unmapped,recn7XXCJBDEL8fUx,ibis Uberaba Hotel,Brazil,Uberaba,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recnFNZ4jy7thvcwZ,Blue Tree Garden Bauru,Brazil,Bauru,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recnLfplH2S32ZggI,Deville Express Cascavel,Brazil,Cascavel,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recnTfD8N4B19Q2tR,Hotel Panamericano Bariloche,Argentina,San Carlos de Bariloche,Patagonia Regional,,,No Match,no_corridor_match
unmapped,recnVD2wGlHcMsfRT,Beach Break Surf Camp,Panama,Pedasi,Panama Regional,,,No Match,no_corridor_match
unmapped,recnWv0Volltdt1cf,ibis budget Iquique,Chile,Iquique,Chile Regional,,,No Match,no_corridor_match
unmapped,recnrgDoYQ0yvbN2o,Super 8 by Wyndham Manzanillo,Dominican Republic,Manzanillo,Dominican Republic Regional,,,No Match,no_corridor_match
unmapped,recns9k9Wnvl3gHNU,Hampton by Hilton Antofagasta,Chile,Antofagasta,Chile Regional,,,No Match,no_corridor_match
unmapped,recnwwHEQfVSruv5R,Bristol International Airport Hotel,Brazil,Guarulhos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recnyoMYmZEt8Sn4p,ibis budget Sao Caetano,Brazil,Sao Caetano do Sul,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,reco3TzSmSdq6X57m,ibis Apartado,Colombia,Apartado,Colombia Regional,,,No Match,no_corridor_match
unmapped,reco5EaIRBdKEzhzC,Transamerica Fit Jacarei,Brazil,Jacarei,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,reco6dhOREJ8JyAfa,Comfort Inn Joinville,Brazil,Joinville,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recoAvuKZsCHGMAoN,ibis Styles Belem Do Para,Brazil,Belem,Brazil North Regional,,,No Match,no_corridor_match
unmapped,recoD3OvTkBFeDzFn,Matao by Mercure Hotel,Brazil,Matao,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recoJUXtur0QtOKhH,Radisson Hotel Colonia Del Sacramento,Uruguay,Colonia Del Sacramento,Uruguay Regional,,,No Match,no_corridor_match
mappable,recoL5IQE7N1wu4bx,Hyatt Place Manati,Puerto Rico,Manati,Puerto Rico Regional,,North Coast Resort Corridor,Medium,name_keyword_north_coast
unmapped,recoMSjDUaLQE9wlk,Hotel Playa Cambutal,Panama,Tonosi,Panama Regional,,,No Match,no_corridor_match
unmapped,recoN0EgcvFqHjZtT,Camino Real Hotel Pachuca,Mexico,Pachuca,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,recoNocD8GTGFjSoN,Swan Caxias do Sul,Brazil,Caxias do Sul,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recoOwQrSLZ3Bh35m,Ponta Dos Ganchos Exclusive Resort,Brazil,Governador Celso Ramos,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recoPnulss0N2edFd,Barcelo Tambor - All Inclusive Hotel,Costa Rica,Tambor,Costa Rica Regional,,,No Match,no_corridor_match
mappable,recoQjgAiY52tixar,Zoetry Agua Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recoRDScJipp7QvtC,Ruma Andina by DOT Cabana,Argentina,Villa La Angostura,Patagonia Regional,,,No Match,no_corridor_match
unmapped,recoTbwBeitvvPyc0,Vila Gale Alagoas,Brazil,Barra de Santo Antonio,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recoboNS2vMkvZ6rL,The Grand Hotel Punta del Este,Uruguay,Punta Del Este,Uruguay Regional,,,No Match,no_corridor_match
unmapped,recogYILkcyAyBuPt,Sonesta Posadas Del Inca - Lake Titicaca - Puno,Peru,Puno,Peru Regional,,,No Match,no_corridor_match
unmapped,recomIy8dhEHZCDKX,Transamerica Lagoa dos Ingleses,Brazil,Nova Lima,Brazil Southeast Regional,,,No Match,no_corridor_match
mappable,recopQcYwjWRojnfi,Casa de Campo Resort & Villas,Dominican Republic,La Romana,Dominican Republic Regional,,La Romana / Bayahibe,High,name_keyword_la_romana
unmapped,recopm6ojnZwb0QOA,Holiday Inn Express Antofagasta,Chile,Antofagasta,Chile Regional,,,No Match,no_corridor_match
unmapped,recoyLluZP7CCEZR2,Ibis Criciuma,Brazil,Criciuma,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recp33vMUIhFEsDx9,ibis Primavera do Leste,Brazil,Primavera do Leste,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,recpDFBYLxfy1ypq6,Ramada by Wyndham Tampico Centro,Mexico,Tampico,Tamaulipas Regional,,,No Match,no_corridor_match
unmapped,recpDJOVIZD5PFoDy,Holiday Inn Uruapan,Mexico,Uruapan,Pacific Central Regional,,,No Match,no_corridor_match
unmapped,recpDhaYeDDCWu8I3,Amerian Rio Gallegos Apart & Suites,Argentina,Rio Gallegos,Patagonia Regional,,,No Match,no_corridor_match
unmapped,recpK0pjwr236pSa9,One Hoteles La Paz,Mexico,La Paz,Baja California Regional,,,No Match,no_corridor_match
unmapped,recpLKeHWpxAy8U75,Gamma Orizaba Grand Hotel De France,Mexico,Orizaba,Gulf Regional,,,No Match,no_corridor_match
unmapped,recpSXUiBJyCS9ESu,DoubleTree by Hilton Guayaquil,Ecuador,Guayaquil,Ecuador Regional,,,No Match,no_corridor_match
unmapped,recpX5NEmP1MPEfZi,Ibis Styles El Malecon Guayaquil,Ecuador,Guayaquil,Ecuador Regional,,,No Match,no_corridor_match
unmapped,recpcuoW61b58l7yp,Ramada by Wyndham Macae Hotel & Suites,Brazil,Macae,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,recpfDTmmEZwPb3DH,Ibis Guarulhos,Brazil,Guarulhos,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recphUjsID2abNkuk,Casa Andina Standard Machu Picchu,Peru,Aguas Calientes,Peru Regional,,Machu Picchu Access,High,name_keyword_machu_picchu_access
unmapped,recpk8FoudKhf965e,Four Points by Sheraton Los Angeles,Chile,Los Angeles,Chile Regional,,,No Match,no_corridor_match
unmapped,recpu1fwK7CtoOIEq,Hotel Indigo La Paz Puerta Cortes,Mexico,La Paz,Baja California Regional,,,No Match,no_corridor_match
unmapped,recpuvA9IfWqImyCh,Wyndham Garden Guayaquil,Ecuador,Guayaquil,Ecuador Regional,,,No Match,no_corridor_match
unmapped,recpzRAuQva0HZzAu,Casa Andina Standard Puno,Peru,Puno,Peru Regional,,,No Match,no_corridor_match
unmapped,recq8FKeTerjmhq8U,Capital O Colon Ciudad Guzman Jalisco,Mexico,Ciudad Guzman,Pacific Central Regional,,,No Match,no_corridor_match
unmapped,recqCDKmdM91vBQjM,AC Hotels by Marriott Guatemala City,Guatemala,Guatemala City,Guatemala Regional,,,No Match,no_corridor_match
unmapped,recqGuWa5eXfa2O6P,Japaratinga Lounge Resort,Brazil,Japaratinga,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recqIBzC8BOdZpZbg,Latam Hotel Plaza Pradera,Guatemala,Quetzaltenango,Guatemala Regional,,,No Match,no_corridor_match
unmapped,recqIVOgMR7osLDHA,Club Med Columbus Isle,Bahamas,Cockburn Town,Bahamas Regional,,,No Match,no_corridor_match
mappable,recqO5Lxr4RuoUrqD,Margaritaville Island Reserve Resort Cap Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recqPKmKvNVJNlYSN,La Quinta by Wyndham San Jose Chiapa Puebla,Mexico,San Jose Chiapa,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,recqPpBSViBd8ebCA,Hotel CasaEstablo by DOT Boutique,Chile,Pucon,Chile Regional,,,No Match,no_corridor_match
unmapped,recqQ6FkWsDy1tKdd,Iberostar Selection Ensenachos,Cuba,Cayo Ensenachos,Cuba Regional,,,No Match,country_not_in_corridor_registry
unmapped,recqQpySpfeBGtDPu,Slim Guarapuava,Brazil,Guarapuava,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recqScKWICGFy11tr,Ibis Taubate,Brazil,Taubate,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recqVT1K40lA8vReY,Nayara Hangaroa Easter Island,Chile,Easter Island,Chile Regional,,,No Match,no_corridor_match
unmapped,recqZ2bA1qtVHMPOT,ibis budget Copiapo,Chile,Copiapo,Atacama Regional,,,No Match,no_corridor_match
unmapped,recqgkcUqnV12lCmo,Ibis Navegantes Itajai,Brazil,Itajai,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recqjKt6MSUdEoo0t,Comfort Serra da Canastra,Brazil,Sao Joao Batista do Gloria,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recqskscY3NSgEfZq,City Express by Marriott Piedras Negras,Mexico,Piedras Negras,Coahuila & Monterrey Regional,,,No Match,no_corridor_match
mappable,recqxRjDzv5dm20Yb,Barcelo Bavaro Palace - All Inclusive,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recr7FUMoy6IujS8N,Hotel Sol Del Pacifico,Panama,Las Tablas,Panama Regional,,,No Match,no_corridor_match
unmapped,recrDpGOJmAOycp15,ibis budget Blumenau,Brazil,Blumenau,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recrFRN8Uz4vx9gOP,El Santuario Hotel & Spa,Mexico,Valle de Bravo,Mexico Central South Regional,,,No Match,no_corridor_match
mappable,recrMFJVF6BsLEvWw,Koora Hotel at Monteverde,Costa Rica,Monteverde,Costa Rica Regional,,Monteverde,High,name_keyword_monteverde
unmapped,recrOpaX6IasQhy8b,Hotel ESTELAR El Cable,Colombia,Manizales,Colombia Regional,,,No Match,no_corridor_match
unmapped,recrPx45Dd2EMY3TH,Radisson Hotel Maiorana Belem,Brazil,Belem,Brazil North Regional,,,No Match,no_corridor_match
unmapped,recrUwFIZPS6NalxT,ibis Styles Belem Batista Campos,Brazil,Belem,Brazil North Regional,,,No Match,no_corridor_match
unmapped,recrcJiCxbmxJ5kQ0,Slaviero Chapeco,Brazil,Chapeco,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recrhRNvItDdARwil,"The Westin Porto de Galinhas, an All-Inclusive Resort",Brazil,Ipojuca,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recrikOk2m2grKJv9,Royal Palm Galapagos Curio Collection by Hilton,Ecuador,Puerto Ayora,Ecuador Regional,,,No Match,no_corridor_match
mappable,recrjAhrak3Kkl8I2,Decameron Los Delfines,Colombia,San Andres,Colombia Regional,,San Andrés,High,name_keyword_san_andres
unmapped,recrrF6yDJeXGcZAu,Gran Hotel Azuero,Panama,Chitre,Panama Regional,,,No Match,no_corridor_match
unmapped,recrt0BVRIc581hh9,Hampton by Hilton Valledupar,Colombia,Valledupar,Colombia Regional,,,No Match,no_corridor_match
mappable,recrxVdnHZPtrIgiJ,Viva Miches by Wyndham a Trademark All Inclusive Resort,Dominican Republic,Miches,Dominican Republic Regional,,Miches / Costa Esmeralda,High,name_keyword_miches
unmapped,recrzfx69zpzhIgS4,Holiday Inn Tuxpan - Convention Center,Mexico,Tuxpan,Gulf Regional,,,No Match,no_corridor_match
unmapped,recs0EQYmBJTiZady,ibis Santos Valongo,Brazil,Santos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recs1NQ3BUeXq6Vuz,OYO Hotel San Remo,Brazil,Sao Paulo,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recs2JM3uXqgAr9e0,Holiday Inn Express Belem Ananindeua,Brazil,Belem,Brazil North Regional,,,No Match,no_corridor_match
unmapped,recs3n2tirdE2csDx,Marriott Sao Paulo Airport,Brazil,Guarulhos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recs5qOcsEj558qSb,ibis Lavras,Brazil,Lavras,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recs8E5zJp2ZE2bXX,Ibis Styles Maragogi,Brazil,Maragogi,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recs8NkdkKjLO1MIR,Capital O Posada Del Pescador,Mexico,Chapala,Pacific Central Regional,,,No Match,no_corridor_match
mappable,recsFOAMTOfjZ08z4,Cayo Levantado Resort,Dominican Republic,Samana,Dominican Republic Regional,,Samaná / Las Terrenas,High,name_keyword_samana
unmapped,recsHWzl7ZazBQS5Y,Capital O Hotel Posada Terraza,Mexico,Tequila,Pacific Central Regional,,,No Match,no_corridor_match
unmapped,recsKiMbnk3iqyzmJ,The Royal at Atlantis,Bahamas,Paradise,Bahamas Regional,,,No Match,no_corridor_match
unmapped,recsL2zrv7hh0w5Tk,City Express Plus by Marriott Tampico,Mexico,Tampico,Tamaulipas Regional,,,No Match,no_corridor_match
unmapped,recsLe8QtUca2TPrC,Estelar Villavicencio Hotel & Centro de Convenciones,Colombia,Villavicencio,Llanos Regional,,,No Match,no_corridor_match
unmapped,recsOvCrxTg254bES,ibis Botucatu,Brazil,Botucatu,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recsZKrTYArGgVYUp,Ibis Sao Jose Dos Campos Colinas,Brazil,Sao Jose Dos Campos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recsaFsJXcYBaMkR0,ibis Montes Claros,Brazil,Montes Claros,Brazil Southeast Regional,,,No Match,no_corridor_match
mappable,recsco5UgDVZdi3Qb,Iberostar Waves Dominicana,Dominican Republic,Higuey,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,Medium,exact_city_map
unmapped,recse2DC4EFr6q0EI,"Grand Decameron Panama, A Trademark All Inclusive Resort",Panama,Farallon,Panama Regional,,,No Match,no_corridor_match
unmapped,recse9NtAW6spCnaw,ibis Guaiba,Brazil,Guaiba,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recskKhqdqka5fUZK,ibis Montenegro,Brazil,Montenegro,Brazil South Regional,,,No Match,no_corridor_match
mappable,recsmX6Kdgkys5T9f,Secrets Tides Punta Cana,Dominican Republic,Uvero Alto,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recsnNmKDjO98qPck,Central Park Hotel by Bourbon Cascavel,Brazil,Cascavel,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recspCvKWBhbcMxyd,The Cove Eleuthera,Bahamas,Gregory Town,Bahamas Regional,,,No Match,no_corridor_match
unmapped,recsyaMGAIQQuvOI3,Comfort Suites Vitoria,Brazil,Vitoria,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recszX4ML69Z56GAb,ibis budget Belem,Brazil,Belem,Brazil North Regional,,,No Match,no_corridor_match
unmapped,rect1fxGKcQeJs2nB,Sleep Inn Monclova,Mexico,Monclova,Coahuila & Monterrey Regional,,,No Match,no_corridor_match
mappable,rect6xTnJsjJyA6Ei,Radisson Colon 2000 Hotel & Casino,Panama,Colon,Panama Regional,,Canal / Logistics Corridor,Medium,exact_city_map
unmapped,rect9k03sArb4XRRh,Bourbon Cambara Hotel,Brazil,Cambara,Brazil South Regional,,,No Match,no_corridor_match
unmapped,rectCoAGBuwl5cFwq,Fiesta Inn Colima,Mexico,Colima,Pacific Central Regional,,,No Match,no_corridor_match
unmapped,rectDTF9CtaQhMM96,OYO Hotel Oasis Matehuala,Mexico,Matehuala,Mexico Central/Bajio Regional,,,No Match,no_corridor_match
unmapped,rectGS8M85fCvRFCS,ibis Barretos,Brazil,Barretos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rectHltLyMKk15dxn,Slaviero La Residence,Brazil,Vitória,Brazil Southeast Regional,,,No Match,no_corridor_match
mappable,rectMw1fTCTzmTRAa,Hodelpa Garden Court,Dominican Republic,Santiago,Dominican Republic Regional,,Santiago / Cibao,Medium,name_keyword_santiago
unmapped,rectNyTGKrNvntHcR,OYO Hotel Lindoia Petropolis,Brazil,Petropolis,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,rectQXGdT0XpsulW1,Hotel Dann Carlton Bucaramanga,Colombia,Bucaramanga,Santander Regional,,,No Match,no_corridor_match
unmapped,rectW0h3pcK9zQRlv,Estelar Altamira Hotel,Colombia,Ibague,Colombia Regional,,,No Match,no_corridor_match
mappable,rectWzfcFFPM2uFoW,Secrets Playa Esmeralda Resort & Spa,Dominican Republic,Miches,Dominican Republic Regional,,Miches / Costa Esmeralda,High,name_keyword_miches
mappable,rectfK5qimGPYc6Re,"Hilton La Romana, an All-Inclusive Adult Only Resort",Dominican Republic,La Romana,Dominican Republic Regional,,La Romana / Bayahibe,High,name_keyword_la_romana
unmapped,rectfkV7vJQN60yjI,Holiday Inn Chilpancingo,Mexico,Chilpancingo,Pacific Central Regional,,,No Match,no_corridor_match
unmapped,rectg10Yv3TnqWKuA,Holiday Inn Express Tuxpan,Mexico,Tuxpan,Gulf Regional,,,No Match,no_corridor_match
unmapped,rectoZPIWobWuiSyv,Royal Decameron Mompiche,Ecuador,Mompiche,Ecuador Regional,,,No Match,no_corridor_match
unmapped,rectqCxclADyBsicH,Four Points by Sheraton Cuenca,Ecuador,Cuenca,Ecuador Regional,,,No Match,no_corridor_match
unmapped,rectrN02S9NCy6m0j,ibis Calama,Chile,Calama,Chile Regional,,,No Match,no_corridor_match
unmapped,rects6G7ys25ye4Yj,The Brown Guatape,Colombia,Guatape,Colombia Regional,,,No Match,no_corridor_match
unmapped,rectsry1mBdBqsAat,Casa Andina Standard Nasca,Peru,Nazca,Peru Regional,,,No Match,no_corridor_match
unmapped,recttJN4COVKnBmOx,Best Western Minatitlan,Mexico,Minatitlan,Gulf Regional,,,No Match,no_corridor_match
unmapped,rectumn1hJbuRVuzB,ibis budget Jundiai,Brazil,Jundiai,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rectvMhAOFhaMk2Y6,Casa Andina Standard Colca,Peru,Chivay,Peru Regional,,,No Match,no_corridor_match
unmapped,recu51JABui6zulIr,Botanika Osa Peninsula Resort Curio Collection by Hilton,Costa Rica,Puerto Jimenez,Costa Rica Regional,,,No Match,no_corridor_match
unmapped,recuGUTiLtk2WoD7J,Hotel Indigo Galapagos,Ecuador,Puerto Baquerizo Moreno,Ecuador Regional,,,No Match,no_corridor_match
unmapped,recuPczqHC2srskUK,Quality Suites Alphaville,Brazil,Barueri,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recuQEhTMjdNrSOpI,Chable Yucatan,Mexico,Chochola,Yucatan/Campeche Regional,,,No Match,no_corridor_match
unmapped,recuUexJrabgD9NUV,Wish Serrano,Brazil,Gramado,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recuWhHK22rd3V0tC,ibis Arapiraca,Brazil,Arapiraca,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recucODhMXIvpHkOv,Hotel Mision Grand Ex Hacienda De Chautla,Mexico,San Lucas El Grande,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,recucP3I8xcvvJSb4,Cyan Soho Neuquen,Argentina,Neuquen,Patagonia Regional,,,No Match,no_corridor_match
unmapped,recucoOsFJTQM7MkS,ibis Jaboticabal,Brazil,Jaboticabal,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recud2pfRXzYJBNOZ,Wyndham Alltra Samana All Inclusive Resort,Dominican Republic,Las Galeras,Dominican Republic Regional,,Samaná / Las Terrenas,High,name_keyword_samana
unmapped,recuf8wyGooFQRo3v,Best Western Plus Tuxtepec,Mexico,Tuxtepec,Oaxaca/Chiapas Regional,,,No Match,no_corridor_match
unmapped,recujDmzrcfRWRsA1,NH Bariloche Edelweiss,Argentina,San Carlos de Bariloche,Patagonia Regional,,,No Match,no_corridor_match
unmapped,recumyjlkGpx4ef8a,Hotel Almasur Punta Arenas,Chile,Punta Arenas,Chile Regional,,,No Match,no_corridor_match
unmapped,recunKuZvWFIcaTEx,Hampton by Hilton Bucaramanga,Colombia,Bucaramanga,Santander Regional,,,No Match,no_corridor_match
unmapped,recv5Vn7xKStK6k4h,Deville Prime Campo Grande,Brazil,Campo Grande,Brazil Central & West Regional,,,No Match,no_corridor_match
mappable,recvA8OIEAcrlOt7c,Bahia Principe Explore Esmeralda,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
mappable,recvBu1DqyPSEGlVc,Barcelo Bavaro Beach Adults Only,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recvKWrBwM8V5SI8m,Ibis Macae,Brazil,Macae,Rio de Janeiro State Regional,,,No Match,no_corridor_match
mappable,recvMesDglXTTv5zh,Best Western Hotel & Casino Kamuk,Costa Rica,Quepos,Costa Rica Regional,,Manuel Antonio / Central Pacific,High,name_keyword_manuel_antonio
unmapped,recvN2cjCOcUKV4pV,ibis Santos Gonzaga,Brazil,Santos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recvOM7Yz4Qm62aOg,Sheraton Vitoria Hotel,Brazil,Vitoria,Brazil Southeast Regional,,,No Match,no_corridor_match
mappable,recvOVu0lQP7mwxDy,Eurostars Grand Cayacoa,Dominican Republic,Samana,Dominican Republic Regional,,Samaná / Las Terrenas,High,name_keyword_samana
mappable,recvQD3sF5BqqQ6hU,JOIA Bavaro by Iberostar,Dominican Republic,Higuey,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
mappable,recvRQ6pgTaVqXr6y,Hilton Garden Inn San Jose Airport City Mall,Costa Rica,Alajuela,Costa Rica Regional,,San José Metro,High,exact_city_map
unmapped,recvetcakqiYMhgkT,Costa del Sol Trujillo Centro,Peru,Trujillo,Peru Regional,,,No Match,no_corridor_match
unmapped,recvwf1XitnVXAmh8,ibis Balneario Camboriu,Brazil,Balneario Camboriu,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recvyJN4aD5Gh4yXJ,Quality Hotel Sao Caetano,Brazil,Sao Caetano do Sul,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recw8qQXKshGnAqI0,Park Inn by Radisson Puerto Varas,Chile,Puerto Varas,Los Lagos Regional,,,No Match,no_corridor_match
mappable,recwAmhObzN4bJ5xA,Dreams Royal Beach Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recwKcOsx6tdaljvp,Ibis Petrolina,Brazil,Petrolina,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recwSEz6eCL3MaZBl,Ibis Caxias Do Sul,Brazil,Caxias Do Sul,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recwTJyK028a8ZfNt,Fasano Boa Vista,Brazil,Porto Feliz,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recwW7eptVE8dmYmX,ibis Novo Hamburgo,Brazil,Novo Hamburgo,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recwXl2RuQDFDZjQ0,Novotel Sorocaba,Brazil,Sorocaba,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recwjC1DT51M4UrMz,Sansara Surf & Yoga Resort,Panama,Tonosi,Panama Regional,,,No Match,no_corridor_match
unmapped,recwjIOezMJ64b5SF,eSuites Sorocaba by Atlantica,Brazil,Sorocaba,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recwmpEkZKyCN47vn,Novotel Arica,Chile,Arica,Chile Regional,,,No Match,no_corridor_match
mappable,recwoAwRqHypoPBxp,Courtyard by Marriott San Jose Airport Alajuela,Costa Rica,Alajuela,Costa Rica Regional,,San José Metro,High,exact_city_map
unmapped,recwoBFjVxtFSuPs8,Club Med Lake Paradise,Brazil,Mogi das Cruzes,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recwryDg6KygTvQ58,Bristol Sabrina Hotel de Charme,Brazil,Joinville,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recwvcWrWpiq3kuq9,Comfort Hotel & Suites Rondonopolis,Brazil,Rondonopolis,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,recx3XbNnflqlTW2N,ibis budget Manhuacu,Brazil,Manhuacu,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recx51rK8VN2kOHzb,Iberostar Selection Esmeralda,Cuba,Cayo Cruz,Cuba Regional,,,No Match,country_not_in_corridor_registry
unmapped,recx7aZhD16bG1H63,Baja Club,Mexico,La Paz,Baja California Regional,,,No Match,no_corridor_match
unmapped,recx9TY1PgesnCIC8,ibis Styles Itauna,Brazil,Itabuna,Brazil Southeast Regional,,,No Match,no_corridor_match
mappable,recxJ6qUHdY99IMMR,Cloud Forest Lodge,Costa Rica,Monteverde,Costa Rica Regional,,Monteverde,High,name_keyword_monteverde
unmapped,recxLU4TQuyXkp2if,ibis Styles Antofagasta,Chile,Antofagasta,Chile Regional,,,No Match,no_corridor_match
unmapped,recxRlrYzrzDvMMCJ,City Express Tuxpan,Mexico,Tuxpan,Gulf Regional,,,No Match,no_corridor_match
mappable,recxVyDB1jnYWLNvG,Decameron Marazul,Colombia,San Andres,Colombia Regional,,San Andrés,High,name_keyword_san_andres
