status,recordId,name,country,city,strSubmarket,existingDealality,proposedDealality,confidence,reason
unmapped,rec02Fl5fQw6Pct3O,ibis Barra Dos Garcas,Brazil,Barra Do Garcas,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,rec08cYUD0LYpiBwE,Fiesta Inn Nogales,Mexico,Nogales,Mexico Northwest Regional,,,No Match,no_corridor_match
unmapped,rec0DIUsFhWSReT4F,Sheraton Guayaquil Hotel,Ecuador,Guayaquil,Ecuador Regional,,,No Match,no_corridor_match
unmapped,rec0E7seor47USrCj,ibis Styles Confins Aeroporto,Brazil,Lagoa Santa,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,rec0EpqT5eOpSeqle,Comfort Hotel Sao Caetano,Brazil,Sao Caetano do Sul,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec0LBMx6UVtAE3OM,ibis Parauapebas,Brazil,Parauapebas,Brazil North Regional,,,No Match,no_corridor_match
unmapped,rec0UAuHTGVJ9AnDK,Casa Andina Select Tacna,Peru,Tacna,Peru Regional,,,No Match,no_corridor_match
unmapped,rec0Z3KDZDLYLjyQF,Comfort Hotel Sertaozinho,Brazil,Sertaozinho,São Paulo State Regional,,,No Match,no_corridor_match
mappable,rec0ZZS3WRQNfTqFc,Dreams Macao Beach Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,rec0ZbFhrgpAeK2Ml,ibis budget Santos Gonzaga,Brazil,Santos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec0aAYvSo8RHTpMa,Novotel Itu Terras de Sao Jose Golf & Resort,Brazil,Itu,São Paulo State Regional,,,No Match,no_corridor_match
mappable,rec0bdN8mI2bu40d2,Decameron Isleno,Colombia,San Andres,Colombia Regional,,San Andrés,High,name_keyword_san_andres
unmapped,rec0h2JAAfd7qZilI,Avid Fresnillo,Mexico,Fresnillo,Mexico Central/Bajio Regional,,,No Match,no_corridor_match
unmapped,rec0if6yRXdVBnxP4,Salinas Maragogi All Inclusive Resort,Brazil,Maragogi,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,rec0jQ1CymQ3M1GRi,ibis Cuiaba Shopping Hotel,Brazil,Cuiaba,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,rec0nY0f7EN6cJInQ,Holiday Inn Express Tapachula,Mexico,Tapachula,Oaxaca/Chiapas Regional,,,No Match,no_corridor_match
unmapped,rec0qBaP8Zef789WK,LP Los Portales Hoteles Piura,Peru,Piura,Peru Regional,,,No Match,no_corridor_match
mappable,rec0rCjxu1LWCgXNj,Holiday Inn Ponce & Tropical Casino,Puerto Rico,Ponce,Puerto Rico Regional,,South Coast Regional City,High,name_keyword_ponce
unmapped,rec0tPBG7k1lK6ECD,Transamerica Fernandopolis,Brazil,Fernandopolis,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec13rRFzp0u4frpY,Gamma Pachuca,Mexico,Pachuca,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,rec13zSeRW0mlRmxi,Costa Del Sol Wyndham Hotel Cajamarca,Peru,Cajamarca,Peru Regional,,,No Match,no_corridor_match
unmapped,rec1AwIZEZjuNkEbs,TRYP by Wyndham Ribeirao Preto,Brazil,Ribeirao Preto,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec1BG6Vnucqjv0Wl,ibis Osasco,Brazil,Osasco,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec1FkSoqoIaKnxXz,Best Western El Cid,Mexico,Ensenada,Baja California Regional,,,No Match,no_corridor_match
unmapped,rec1GDK2pdaA9tit9,Go Inn Santo Andre,Brazil,Santo Andre,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec1P0d7pD1B6lA84,City Express by Marriott Nogales,Mexico,Nogales,Mexico Northwest Regional,,,No Match,no_corridor_match
unmapped,rec1Td37ktLy9bIjU,Ibis Ribeirao Preto,Brazil,Ribeirao Preto,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec1ctwBTPI4ehWQa,Mercure Sao Caetano Do Sul,Brazil,Sao Caetano do Sul,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec1et6DwZzQ1OMY3,Hotel RIU Playa Blanca,Panama,Anton,Panama Regional,,,No Match,no_corridor_match
unmapped,rec1fTzKAvBxSQeZF,Our Habitas Bacalar,Mexico,Bacalar,Mexican Caribbean Regional,,,No Match,no_corridor_match
unmapped,rec1lwU0CiPkqzNpY,Pop Art Hotel Las Colinas,Colombia,Manizales,Colombia Regional,,,No Match,no_corridor_match
unmapped,rec1p9nQGvgUYxL5L,Best Western Shalimar Praia Hotel,Brazil,Porto Seguro,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,rec1rAKSXk7wVdQvy,ibis Styles Ponta Pora,Brazil,Ponta Pora,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,rec1t1oWhlG8OKx8I,Bourbon Santos Convention Hotel,Brazil,Santos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec1tK1hmOMPahzSm,Radisson Hotel Curico,Chile,Curico,Chile Regional,,,No Match,no_corridor_match
unmapped,rec1w1gaV8kMQ9Jth,Holiday Inn & Suites Mexico Felipe Angeles Airport,Mexico,Zumpango de Ocampo,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,rec1wbu9Lmx7mPxCw,Hotel Plaza El Carmen,Panama,Pocri,Panama Regional,,,No Match,no_corridor_match
unmapped,rec1xAygRiS3JCOfZ,Bourbon Joinville Convention Hotel,Brazil,Joinville,Brazil South Regional,,,No Match,no_corridor_match
mappable,rec1zQLVUub7IxO5I,Fairfield by Marriott Medellin Sabaneta,Colombia,Medellin,Colombia Regional,,Medellín,High,exact_city_map
mappable,rec20lvfCqQmpmhVM,Sonesta Posadas Del Inca-Sacred Valley-Yucay,Peru,Urubamba,Peru Regional,,Sacred Valley,Medium,name_keyword_sacred_valley
unmapped,rec25LKLh3RLhpZQL,Holiday Inn Express Paraiso Dos Bocas,Mexico,Guanajay Paraiso,Gulf Regional,,,No Match,no_corridor_match
mappable,rec25YZu8RaUfK0yd,Rio Sagrado a Belmond Hotel Sacred Valley,Peru,Valle Sagrado,Peru Regional,,Sacred Valley,Medium,name_keyword_sacred_valley
unmapped,rec29ZBrzlxRf1UIo,Jangal das Araucarias,Brazil,Canela,Brazil South Regional,,,No Match,no_corridor_match
unmapped,rec29fKz5UUtmEAuR,Ibis Joao Pessoa,Brazil,Joao Pessoa,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,rec2BKc2pDy57QQdx,Bourbon Resort Atibaia,Brazil,Atibaia,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec2GYHX0ewJeTc7z,ibis Guaxupe,Brazil,Guaxupe,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,rec2JCzpYH4IXtDg1,Hacienda Temozon Sur,Mexico,Temozon Sur,Yucatan/Campeche Regional,,,No Match,no_corridor_match
mappable,rec2JjHjxDIt5SubN,AC Hotel Santiago de los Caballeros,Dominican Republic,Santiago de los Caballeros,Dominican Republic Regional,,Santiago / Cibao,Medium,name_keyword_santiago
unmapped,rec2KBv2fp81csjSX,Bristol Santo Andre Hotel,Brazil,Santo Andre,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec2O7Z8rdQvDx8p5,Holiday Inn Monclova,Mexico,Monclova,Coahuila & Monterrey Regional,,,No Match,no_corridor_match
unmapped,rec2PbUICTyq3FNUc,Camino Real Tikal,Guatemala,Puerto San Jose,Guatemala Regional,,,No Match,no_corridor_match
mappable,rec2RUkZ1isVgLSuM,W Punta Cana Adult All-Inclusive,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,rec2Uiq3u93QvI3Dw,Fasano Trancoso,Brazil,Trancoso,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,rec2Vf1LfMfA7Ajez,Hotel Playa Blanca Beach Resort,Panama,Rio Hato,Panama Regional,,,No Match,no_corridor_match
unmapped,rec2VuefQyFETiTTX,Best Western Toluca,Mexico,Zinacantepec,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,rec2ZOABX5Kz1Ax55,Banyan Tree Veya Valle de Guadalupe,Mexico,Valle de Guadelupe,Baja California Regional,,,No Match,no_corridor_match
unmapped,rec2hRrU0bZxd1AD4,Quality Hotel & Suites Natal,Brazil,Natal,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,rec2hc1dVOMWalNPv,ibis Juazeiro do Norte,Brazil,Juazeiro do norte,Brazil Northeast Regional,,,No Match,no_corridor_match
mappable,rec2ihaWDf0mqtnaa,Casa Andina Premium Arequipa,Peru,Arequipa,Peru Regional,,Arequipa,Medium,exact_city_submarket_label
mappable,rec30RgNl0ReqOtYx,Zemi Miches All-Inclusive Resort Curio Collection by Hilton,Dominican Republic,Miches,Dominican Republic Regional,,Miches / Costa Esmeralda,High,name_keyword_miches
unmapped,rec34exR1Iu9DzT9Q,City Express Plus by Marriott Ensenada,Mexico,Ensenada,Baja California Regional,,,No Match,no_corridor_match
unmapped,rec3BrcnLoMcPsoPx,OYO Pousada e Hotel Putini,Brazil,Sao Roque,São Paulo State Regional,,,No Match,no_corridor_match
mappable,rec3DZvUzCrj2bvhv,Lopesan Costa Bavaro Resort Spa & Casino,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,rec3E5pNSjb6fiFD1,Our Habitas Atacama,Chile,San Pedro De Atacama,Chile Regional,,,No Match,no_corridor_match
unmapped,rec3FOBmvqLY9cmnf,ibis Guarapuava,Brazil,Guarapuava,Brazil South Regional,,,No Match,no_corridor_match
unmapped,rec3KyxB2DmZ8Bhyi,Blue Tree Thermas de Lins,Brazil,Lins,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec3LUdegir6DXPdb,One Salina Cruz,Mexico,Salina Cruz,Oaxaca/Chiapas Regional,,,No Match,no_corridor_match
unmapped,rec3NRDP4eOifcnRK,ibis Sinop,Brazil,Sinop,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,rec3fJOMFCVW5FFkY,Holiday Inn Express Yopal,Colombia,Yopal,Llanos Regional,,,No Match,no_corridor_match
unmapped,rec3gROKH1TAVUWEp,Mercure Jaragua Do Sul,Brazil,Jaragua do Sul,Brazil South Regional,,,No Match,no_corridor_match
mappable,rec3iWXJqvkOpxLIq,Arenal Observatory Lodge,Costa Rica,La Fortuna,Costa Rica Regional,,Arenal / La Fortuna,High,name_keyword_arenal
mappable,rec3mSWGY848HmO62,Paradisus Palma Real Golf & Spa Resort,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
mappable,rec3nJY4DT5IUOlv8,Caribe Hotel Ponce,Puerto Rico,Mercedita,Puerto Rico Regional,,South Coast Regional City,High,name_keyword_ponce
unmapped,rec3ztIEc4XN2Ykkz,Transamerica Fit Primavera do Leste,Brazil,Figueiredo,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,rec41Hc9E5qXEbh43,Ramada by Wyndham Campos dos Goytacazes Hotel & Suites,Brazil,Campos dos Goytacazes,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,rec47rlkcHiblxSoO,Courtyard Mexicali,Mexico,Mexicali,Baja California Regional,,,No Match,no_corridor_match
unmapped,rec4CgggDeGWcP6Ba,Hotel del Parque,Ecuador,Guayaquil,Ecuador Regional,,,No Match,no_corridor_match
unmapped,rec4FTgqedAPGqlQc,Iberostar Waves Bahia,Brazil,Praia Do Forte,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,rec4ICZiENv6neoTV,ibis Styles Ribeirao Preto Braz Olaia,Brazil,Ribeirao Preto,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec4IYpb6ZIW2aA5x,Vila Gale Mares,Brazil,Camacari,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,rec4MOHJfc5TTP1hf,Hotel Plaza Aguadulce,Panama,Aguadulce,Panama Regional,,,No Match,no_corridor_match
unmapped,rec4O3foMjAVGrp7r,"The Buenaventura Golf & Beach Resort Panama, Autograph Collection",Panama,Riviera Pacifica,Panama Regional,,,No Match,no_corridor_match
unmapped,rec4OsJW4wKnbbFNJ,Transamerica FIT Sinop,Brazil,Sinop,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,rec4UE4aQiBCzRnto,Hotel La Hacienda,Panama,Santiago,Panama Regional,,,No Match,no_corridor_match
unmapped,rec4Vt8IfS9lzUamr,Iberostar Coral Esmeralda,Cuba,Cayo Cruz,Cuba Regional,,,No Match,country_not_in_corridor_registry
unmapped,rec4Z9PAB6QaW7pYw,TRYP by Wyndham Varginha Cafe Royal,Brazil,Varginha,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,rec4ZAYmXzaZkQNOh,Beach Park Resort,Brazil,Aquiraz,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,rec4frp3NPgSX1GyX,Ibis Budget Petropolis,Brazil,Petropolis,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,rec4jBNDMBtHrdJDQ,ibis Styles Rio Preto Monte Libano,Brazil,Sao Jose do Rio Preto,São Paulo State Regional,,,No Match,no_corridor_match
mappable,rec4zD1OeSK9UM90V,Sonesta Hotel Pereira,Colombia,Pereira,Colombia Regional,,Coffee Region / Pereira,High,name_keyword_coffee_region
mappable,rec54jkFM0zveGu7P,AC Hotel Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,rec552IirCzFfONqn,ibis Hotel Teresina,Brazil,Teresina,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,rec5AtzxWRBrZpJPk,"Tryp by Wyndham Guzman, Jalisco",Mexico,Guzman,Pacific Central Regional,,,No Match,no_corridor_match
unmapped,rec5FH1lc338JOxX1,Comfort Inn Real San Miguel,El Salvador,San Miguel,El Salvador Regional,,,No Match,no_corridor_match
unmapped,rec5J8UWyOKbabs0S,Esplendor by Wyndham El Calafate,Argentina,El Calafate,Patagonia Regional,,,No Match,no_corridor_match
unmapped,rec5JWoqtJQBQIGhO,Comfort Hotel Maceio,Brazil,Maceio,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,rec5LvhTWgtDxX0gw,ibis Nova Serrana,Brazil,Nova Serrana,Brazil Southeast Regional,,,No Match,no_corridor_match
mappable,rec5WnVTArxJZhXyr,Hyatt Zilara Cap Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,rec5ZWPUjB7LRJRvA,Capital O Hotel Villa Azura,Mexico,Tecate,Baja California Regional,,,No Match,no_corridor_match
mappable,rec5dxAfX2AE913Mt,Dreams Royal Beach Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
mappable,rec5hgcXSq2nQpJxG,Iberostar Selection Hacienda Dominicus,Dominican Republic,Bayahibe,Dominican Republic Regional,,La Romana / Bayahibe,High,name_keyword_la_romana
mappable,rec5lVgTIhrxEuWyk,Arenas Del Mar Beachfront & Rainforest Resort,Costa Rica,Manuel Antonio,Costa Rica Regional,,Manuel Antonio / Central Pacific,High,name_keyword_manuel_antonio
unmapped,rec5nO8M9tYocmFzi,Sun Valley by Atlantica,Brazil,Marilia,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec5pOyO3cxg8uoUy,Ibis Joinville,Brazil,Joinville,Brazil South Regional,,,No Match,no_corridor_match
unmapped,rec5ph683JSGrqqvS,Slaviero Campina Grande,Brazil,Campina Grande,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,rec5vHOClasBnNQre,Hotel Jequitimar Guaruja Resort & SPA by Accor,Brazil,Guaruja,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec5ysBxdukacsrL7,Holiday Inn Guayaquil Airport,Ecuador,Guayaquil,Ecuador Regional,,,No Match,no_corridor_match
unmapped,rec61WHUcChb7A5GA,OYO Hotel El Mineral Tlalpujahua,Mexico,Tlalpujahua de Rayon,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,rec6BHa2dnT86Zf6V,Solace Hotel Puerto Varas,Chile,Puerto Varas,Los Lagos Regional,,,No Match,no_corridor_match
unmapped,rec6Dnyj59QLaaUSH,ibis Lorena,Brazil,Lorena,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec6ElKFjDUNL749C,Mercure Camboriu,Brazil,Balneario Camboriu,Brazil South Regional,,,No Match,no_corridor_match
unmapped,rec6Fed3AtJLxsoQJ,Casa Grande Mountain Retreat,Puerto Rico,Utuado,Puerto Rico Regional,,,No Match,no_corridor_match
unmapped,rec6H2Pqil6qM5Wu0,Dubai Macae by Atlantica,Brazil,Macae,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,rec6IENvVru2ydUwr,Casa Andina Select Pucallpa,Peru,Pucallpa,Peru Regional,,,No Match,no_corridor_match
mappable,rec6JyqgDUj6gzPWi,Wyndham Costa Del Sol Arequipa,Peru,Arequipa,Peru Regional,,Arequipa,Medium,exact_city_submarket_label
unmapped,rec6UX16kJkjyKro9,ibis Paulinia,Brazil,Paulinia,São Paulo State Regional,,,No Match,no_corridor_match
mappable,rec6aUiqKl87vRVXG,Emotions All Inclusive Juan Dolio Ascend Hotel Collection,Dominican Republic,Juan Dolio Beach,Dominican Republic Regional,,Boca Chica / Juan Dolio,Medium,name_keyword_boca_chica
unmapped,rec6i0yanguTlrTCY,ibis Serra Talhada,Brazil,Serra Talhada,Brazil Northeast Regional,,,No Match,no_corridor_match
mappable,rec6jbpbNMBMzFYCj,Sonesta Hotel Arequipa,Peru,Arequipa,Peru Regional,,Arequipa,Medium,exact_city_submarket_label
unmapped,rec6lE6zCibSAkbCD,Movich Las Lomas Hotel,Colombia,Rio Negro,Colombia Regional,,,No Match,no_corridor_match
mappable,rec6roc0SCx2qIheM,Monteverde Lodge & Gardens,Costa Rica,Monteverde,Costa Rica Regional,,Monteverde,High,name_keyword_monteverde
unmapped,rec6sewItEwF8Nzdj,ibis budget Osasco,Brazil,Osasco,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec6w6h6tfQUrn2uO,Quality Hotel Vitoria,Brazil,Vitoria,Brazil Southeast Regional,,,No Match,no_corridor_match
mappable,rec6xqJxoMshj5gMt,El Conquistador Resort,Puerto Rico,Fajardo,Puerto Rico Regional,,East Coast / Island Access,High,name_keyword_east_coast
unmapped,rec76YfQ0iJNmqUD9,Sleep Inn Vitoria,Brazil,Vitoria,Brazil Southeast Regional,,,No Match,no_corridor_match
mappable,rec76rpSrgJ5cEwfk,Dreams Onyx Resorts & Spa,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,rec7D4gmRVUH8STzs,Hotel Mama Ines,Panama,Sona,Panama Regional,,,No Match,no_corridor_match
unmapped,rec7E56QkEydvSPjC,Gran Hotel Manzana Kempinski,Cuba,Havana,Cuba Regional,,,No Match,country_not_in_corridor_registry
unmapped,rec7Hu1gzhQSUb3Ic,Best Western Hotel Plaza Matamoros,Mexico,Matamoros,Tamaulipas Regional,,,No Match,no_corridor_match
unmapped,rec7LFCNlA0nBflvh,Ibis Maringa,Brazil,Maringa,Brazil South Regional,,,No Match,no_corridor_match
mappable,rec7Mm2ZQipuuX4B0,Catalonia Royal La Romana Adults Only,Dominican Republic,Bayahibe,Dominican Republic Regional,,La Romana / Bayahibe,High,name_keyword_la_romana
unmapped,rec7O9qgI7zbuI7Pk,Comfort Hotel Mogi Guacu,Brazil,Mogi Guacu,São Paulo State Regional,,,No Match,no_corridor_match
mappable,rec7Pl5KZWvZ17B1n,Los Suenos Marriott Ocean & Golf Resort,Costa Rica,Herradura,Costa Rica Regional,,Jacó / Herradura,Medium,name_keyword_jaco
unmapped,rec7cnazyTDMN2U9U,Days Inn by Wyndham Linhares,Brazil,Linhares,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,rec7ifurrdGj0dCYl,Holiday Inn La Piedad,Mexico,La Piedad,Pacific Central Regional,,,No Match,no_corridor_match
unmapped,rec7t9YyvlCBEXyLT,Transamerica Fit Lucas do Rio Verde,Brazil,Lucas do Rio Verde,Brazil Central & West Regional,,,No Match,no_corridor_match
mappable,rec7u40aCGFMjzgXQ,Iberostar Selection Coral Bavaro,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,rec7xGPU4wd4nSibW,ibis Sao Bernardo,Brazil,Sao Bernardo do Campo,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec7z5uQ9n5KRxloL,Quality Inn Piedras Negras,Mexico,Piedras Negras,Coahuila & Monterrey Regional,,,No Match,no_corridor_match
mappable,rec8L1Kc0D2S0hJTZ,Sand Diamond Hotel,Panama,Colon,Panama Regional,,Canal / Logistics Corridor,Medium,exact_city_map
unmapped,rec8OK6oitjFf0sQA,OYO Hotel Rey David,Mexico,Ocotlan de Morelos,Oaxaca/Chiapas Regional,,,No Match,no_corridor_match
unmapped,rec8QJfptL3KBskK4,ibis budget Parauapebas,Brazil,Parauapebas,Brazil North Regional,,,No Match,no_corridor_match
unmapped,rec8VbiatJup4g2ZI,Radisson Hotel Puerto Varas,Chile,Puerto Varas,Los Lagos Regional,,,No Match,no_corridor_match
unmapped,rec8fAl63TBDpWKxo,Transamerica Wise Indaiatuba,Brazil,Indaiatuba,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec8mnfh7Bu4WybYv,Matiz Hotel Multi Suites Duque de Caxias,Brazil,Duque De Caxias,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,rec8oHntcr8l8I7nn,Rio Quente Resorts,Brazil,Rio Quente,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,rec8pDY7m9kotAqTp,Tru by Hilton Chapeco,Brazil,Chapeco,Brazil South Regional,,,No Match,no_corridor_match
mappable,rec8pTf77Pd0TYr1d,Bahia Principe Explore La Romana,Dominican Republic,La Romana,Dominican Republic Regional,,La Romana / Bayahibe,High,name_keyword_la_romana
unmapped,rec8tUcqZEcb0mUws,Novotel Itajai,Brazil,Itajai,Brazil South Regional,,,No Match,no_corridor_match
unmapped,rec8uWx53Dakcvi4g,Hampton  Inn Tampico Zona Dorado,Mexico,Tampico,Tamaulipas Regional,,,No Match,no_corridor_match
unmapped,rec8yr6aRc2KM0zMa,City Express Junior by Marriott Tuxtepec,Mexico,Tuxtepec,Oaxaca/Chiapas Regional,,,No Match,no_corridor_match
unmapped,rec98VJxLKvtDtVll,"Botanika Osa Peninsula, Curio Collection by Hilton",Costa Rica,Puerto Jimenez,Costa Rica Regional,,,No Match,no_corridor_match
mappable,rec9CL8WUtqEK3HLN,Four Points by Sheraton Punta Cana Village,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,rec9HH2cWyNbQbn1a,Sleep Inn Guarulhos,Brazil,Guarulhos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec9IrJ0fAcWmcF38,ibis Passo Fundo Shopping,Brazil,Passo Fundo,Brazil South Regional,,,No Match,no_corridor_match
unmapped,rec9NNvt43L2GFeMz,Bourbon Ponta Grossa Convention Hotel,Brazil,Ponta Grossa,Brazil South Regional,,,No Match,no_corridor_match
unmapped,rec9Q54OuymbJ6BdE,Rio Hotel by Bourbon Indaiatuba,Brazil,Indaiatuba,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec9VQa6TYGpLCvSo,Holiday Inn Tampico Altamira,Mexico,Altamira,Tamaulipas Regional,,,No Match,no_corridor_match
unmapped,rec9X52bTzypQNC6l,Holiday Inn Express Farroupilha,Brazil,Farroupilha,Brazil South Regional,,,No Match,no_corridor_match
unmapped,rec9XJgqnvFHMYGLp,Hampton by Hilton Yopal,Colombia,Yopal,Llanos Regional,,,No Match,no_corridor_match
unmapped,rec9ecrro4i7n5MEZ,OYO New Anapolis Hotel Imperatriz,Brazil,Imperatriz,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,rec9f7i36KxDRihsg,Blue Tree Towers Rio Poty,Brazil,Teresina,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,rec9h4DwgK0eBF0CB,Easy Camburi By Atlantica,Brazil,Vitória,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,rec9hL80hEnGEoAIo,Tierra Patagonia,Chile,Torres del Paine National Par,Chile Regional,,,No Match,no_corridor_match
unmapped,rec9jvuoBU9xcZtZK,ibis Presidente Prudente,Brazil,Presidente Prudente,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rec9tSroUC5h0FjBd,Casa Andina Premium Puno,Peru,Puno,Peru Regional,,,No Match,no_corridor_match
unmapped,recA558LVlsI6YigO,Mercure Jundiai Shopping,Brazil,Jundiai,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recABHZrFTtAEY2Uy,"The St. Regis Bahia Beach Resort, Puerto Rico",Puerto Rico,Rio Grande,Puerto Rico Regional,,East Coast / Island Access,High,pr_city_inference_map
unmapped,recACse1lXEo5YfOm,Hilton Garden Inn Neuquen,Argentina,Neuquen,Patagonia Regional,,,No Match,no_corridor_match
unmapped,recAEOlqwJISSPSOt,Transamerica Fit Serra,Brazil,Serra,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recALMF2X6URH0LVb,Wyndham Isla Margarita Concorde,Venezuela (Bolivarian Republic of),Porlamar,Venezuela Regional,,,No Match,country_not_in_corridor_registry
mappable,recAOSYNc57pnmnKY,Sunscape Dominicus La Romana,Dominican Republic,Bayahibe,Dominican Republic Regional,,La Romana / Bayahibe,High,name_keyword_la_romana
unmapped,recAPm9VPt06Yglf0,City Express by Marriott Tampico,Mexico,Tampico,Tamaulipas Regional,,,No Match,no_corridor_match
unmapped,recAdiqclQpoDoJkn,Blue Tree Towers Caxias Do Sul,Brazil,Caxias Do Sul,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recAgbyFnkjlAyskH,Hampton by Hilton Caraguatatuba Serramar,Brazil,Caraguatatuba,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recAmryyu0xSCHNtj,ibis budget Sao Jose Do Rio Preto,Brazil,Sao Jose do Rio Preto,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recB1WST6fzcnl5eI,Ibis Sao Carlos,Brazil,Sao Carlos,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recB3eyCVx2pVUwse,Casa Andina Select Paracas,Peru,Paracas,Peru Regional,,Paracas,Medium,exact_city_submarket_label
unmapped,recB3u5tE6PKzMjQL,ibis Concepcion,Chile,Concepcion,Chile Regional,,,No Match,no_corridor_match
unmapped,recB9N5XDdZJwJmNp,The Explorean Kohunlich,Mexico,Chetumal,Mexican Caribbean Regional,,,No Match,no_corridor_match
unmapped,recBHUqaJtLMMcg65,Corcovado Wilderness Lodge,Costa Rica,Drake Bay,Costa Rica Regional,,,No Match,no_corridor_match
unmapped,recBSuHKa4UvKUqWz,Hampton By Hilton Cucuta,Colombia,Cucuta,Santander Regional,,,No Match,no_corridor_match
unmapped,recBY0r45WSJTaHDd,Ibis Aracatuba,Brazil,Aracatuba,São Paulo State Regional,,,No Match,no_corridor_match
