recordId,name,ctyhocn,source,previousPropertyId
recstmPTvHzDCYdCY,Hilton Garden Inn Guadalajara Airport,GDLAPGI,website,
rectQ1CDJUMv5xNJ9,Hilton Vallarta Riviera All Inclusive Resort,PVRPAHH,website,
rectfK5qimGPYc6Re,"Hilton La Romana, an All-Inclusive Adult Only Resort",LRMDOHH,website,
rectoi6KxnMR0guvX,Gran Hotel Costa Rica Curio Collection by Hilton,SJOCUQQ,website,
recu51JABui6zulIr,Botanika Osa Peninsula Resort Curio Collection by Hilton,PJMCRQQ,website,
recuWLICx9WtOrSvh,Hilton Garden Inn Monterrey Obispado,MTYGIGI,website,
recunKuZvWFIcaTEx,Hampton by Hilton Bucaramanga,BGAHXHX,website,
recuzI4Vhe1Mu1pjQ,Embassy Suites by Hilton Santo Domingo,SDQSDES,website,
recv0t7j79fnXdXlR,Hilton Panama,PTYHFHH,website,
recv7oiw7f6fX8SOj,Tru by Hilton Monterrey Fundidora,MTYMARU,website,
recvFI0CWUThIwUTS,Hilton Garden Inn Leon Poliforum,BJXADGI,website,
recvQ61LspBBZxM0t,DoubleTree by Hilton Lima San Isidro,LIMALDT,website,
recvRQ6pgTaVqXr6y,Hilton Garden Inn San Jose Airport City Mall,SJOACGI,website,
recvd2hgI3OySeBWW,Homewood Suites by Hilton Cariari San Jose,SJOHEHW,website,
recvrtZoFJjmDZqun,Hilton Garden Inn San Juan Condado,SJUSJGI,website,
recwszIyvIDDuaFgC,Hampton Inn Zacatecas,ZCLHXHX,website,
recx3WgeBGaGsx0Ee,Hilton Cancun Resort,CUNQRHH,website,
recxCNeu71Xyy8xhY,DoubleTree by Hilton Hotel Queretaro,QRODTDT,website,
recxEvJftgktdI6oE,Hilton Garden Inn Salta,SLACKGI,website,
recxriaGzhdw0HAyb,Waldorf Astoria Cancun,CUNWAWA,website,
recxwqV4cQPaaT3T0,Hilton Garden Inn Santa Marta,SMRGIGI,website,
recyYi9T5S2WCoFoV,Hampton Inn by Hilton Monterrey/Galerias-Obispado,MTYGAHX,website,
recylWxkvo9yFTDJj,DoubleTree by Hilton Hotel Santiago - Vitacura,SCLSVDT,website,
recypLLe3st6SJl0s,Nacar Hotel Cartagena Curio Collection,CTGMAQQ,website,
recyq7cHeUFqDjPLs,SORO Montevideo Curio Collection by Hilton,MVDSOQQ,website,
recysCtTLGnftfwni,Hilton Garden Inn Aguascalientes,AGUGIGI,website,
recz39d2LktlKidzz,Hilton Tulum Riviera Maya All-Inclusive,CUNHIHH,website,
recz4rePhwtGzaTzr,Hualta Hotel Mendoza Curio Collection by Hilton,MDZAHQQ,website,
reczdjyhPCOlyIHgw,Hilton Garden Inn Puebla Angelopolis,PBCGIGI,website,
reczeUpJMc6uiCfGw,Hilton Garden Inn Guadalajara Airport,GDLAPGI,website,
