brand,brandCode,censusRecordId,censusName,directoryName,ctyhocn,status,headline,primaryDescription
Hilton Garden Inn,GI,recbwfCdvb9eM7QXh,Hilton Garden Inn Cancun Airport,Hilton Garden Inn Cancun Airport,CUNROGI,ready,A comfy stay at Cancun Airport,"We’re located inside of Cancun International Airport, minutes from the terminals via our complimentary shuttle. Cancun-Tulum Highway, Downtown Cancun, Hotel Zone, and ferries to Isla Mujeres are all twenty minutes away. Enjoy on-site dining and drinks. We also feature a panoramic terrace and rooftop pool inspired by a Mayan cenote."
Hilton Garden Inn,GI,recJsK3w0b6dHSTXj,Hilton Garden Inn Chihuahua,Hilton Garden Inn Chihuahua,CUUCMGI,ready,"Shopping plaza hotel, near Chihuahua City","We're located in the Plaza Paseo Central, steps from shopping, dining, and movie theaters. The city center is 10 km away, home to the Historic Center of Chihuahua, Chihuahua Cathedral, and the Museum of the Mexican Revolution. Our seasonal rooftop bar serves local wines, and our restaurant offers breakfast, dinner, and evening room service."
Hilton Garden Inn,GI,rec4aiFJ2Dr5F6Za7,Hilton Garden Inn Cusco,Hilton Garden Inn Cusco,CUZGIGI,ready,Scenic stays near Plaza de Armas,"Take in hillside views near iconic Cusco attractions – the Centro Historico de Cusco, Cusco Cathedral, and Plaza de Armas are all within two kilometers. We're four kilometers from the city center and Sacsayhuaman, with Alejandro Velasco Astete Airport a 15-minute drive away. Enjoy courtyard yoga sessions and our all-day restaurant."
Hilton Garden Inn,GI,reczeUpJMc6uiCfGw,Hilton Garden Inn Guadalajara Airport,Hilton Garden Inn Guadalajara Airport,GDLAPGI,ready,Comfort near airport and city center,"Find us inside Guadalajara International Airport at Terminal 1, right after the baggage claim exit. We offer 180 rooms, including suites and master suites, some with airport runway views. Our rooms feature noise-canceling windows, ensuring a restful stay. Enjoy our flexible meeting space, fitness center, and restaurant. Pets are welcome."
Hilton Garden Inn,GI,rec172h7kVbwOoUwD,Hilton Garden Inn Guanacaste Airport,Hilton Garden Inn Guanacaste Airport,SJOLAGI,ready,Liberia Airport right across the street,"Our hotel, located right in front of Liberia Airport, offers a free airport shuttle. We're close to many top tourist attractions, such as the Guanacaste beaches, Arenal Volcano, Rincon de la Vieja hot springs, and Monteverde National Park. From here, you're nine minutes' drive to Tio Leo coffee tour via Route 21. We also provide free WiFi."
Hilton Garden Inn,GI,reck4i7JuuTqy8hPt,Hilton Garden Inn Guatemala City,Hilton Garden Inn Guatemala City,GUAGCGI,ready,"Downtown, close to attractions and the airport","We’re in Zone 9, off Avenida La Reforma. Torre del Reformador and Parque de la Industria are within two kilometers. La Aurora International Airport is five kilometers away. Our Garden Grille restaurant & bar serves breakfast, lunch, and dinner. The Pavilion Pantry is open 24 hours for drinks and snacks."
Hilton Garden Inn,GI,recbVuvzXs4Ql6eVS,Hilton Garden Inn Iquique,Hilton Garden Inn Iquique,IQQCLGI,ready,Relax five minutes from Cavancha Beach,"We're a five-minute walk from Cavancha Beach in central Iquique, next to the Cavancha Peninsula and a variety of dining options. Dreams Iquique casino is right across the street, and shopping at Mallplaza Iquique is under a kilometer away. Enjoy ocean views from our rooftop pool. Our Great American Grill serves breakfast, lunch, and dinner daily."
Hilton Garden Inn,GI,recWYEaasdglayvsS,Hilton Garden Inn Itajai Praia Brava,Hilton Garden Inn Itajaí Praia Brava,NVTJSGI,ready,Enjoy surf and sun at nearby Praia Brava,"We're two kilometers from Praia Brava, Itajaí's most famous beach, and adventures at Complexo Turistico Morro do Careca. The shopping and nightlife of Balneário Camboriú is three kilometers south, and it's 10 km to the airport. Our Great American Grill serves cooked-to-order breakfast, lunch, and dinner daily. Relax in our outdoor saltwater pool."
Hilton Garden Inn,GI,recmnQNMFWsCvLlxc,Hilton Garden Inn San Jose Airport City Mall,Hilton Garden Inn Kansas City Airport,MKCARGI,ready,Close to the airport and local restaurants,"Our hotel is just four miles from the Kansas City International Airport via free shuttle. The Zona Rosa shopping and eateries district are three miles away. Jowler Creek and local wineries are within 15 minutes of our hotel. Enjoy breakfast, lunch, and dinner at our Old Chicago restaurant or our indoor heated saltwater pool."
Hilton Garden Inn,GI,recZUCo7AVnTGfDBC,Hilton Garden Inn La Romana,Hilton Garden Inn La Romana,LRMLMGI,ready,A room with a view in La Romana,"Located on the Caribbean coast, we're just 20 minutes from the airport. The city center and St. Stanislaus Church are a five-minute drive away, and we’re 11 kilometers from Catalina Island. Each of our guest rooms features a balcony with beautiful views. Enjoy our two outdoor bars, all-meals-inclusive options, a pool, and event space."
Hilton Garden Inn,GI,recvFI0CWUThIwUTS,Hilton Garden Inn Leon Poliforum,Hilton Garden Inn Leon,BJXADGI,ready,Convenient location to explore the city,"We’re off Mexico 45, about five minutes from Centro Max mall and 10 minutes from Poliforum exhibition center and Leon Stadium. Shops, including the Mulza Footwear outlet, are within five kilometers. BJX airport and industrial park are 20 kilometers away. Enjoy our La Pica restaurant and free parking and WiFi. Our ballroom has space for 500 people."
Hilton Garden Inn,GI,rec0ASKS5YOZBYYnc,Hilton Garden Inn Lima Miraflores,Hilton Garden Inn Lima Miraflores,LIMLMGI,ready,A stay near South Pacific views,"Inspired by the Pacific Ocean, we’re located in Lima’s most popular tourist district. We offer easy access to the city’s top attractions, financial centers, and shopping malls – within three kilometers. Jorge Chavez International Airport is 43 minutes away. Enjoy on-site amenities such as a restaurant, fitness center, rooftop bar, and pool."
Hilton Garden Inn,GI,reciEMhEl62tszmhZ,Hilton Garden Inn Lima Surco,Hilton Garden Inn Lima Surco,LIMSSGI,ready,Ten minutes from the Surco business district,"We’re located in Chacarilla Business Center in Surco District. Jockey Exhibition Center, Gold Museum, and Lima Convention and Visitors Bureau are within 15 minutes. Jorge Chavez International Airport is 27 kilometers from us. Caminos del Inca mall, dining, and a supermarket are nearby. Enjoy our fitness center, event space, and on-site dining."
Hilton Garden Inn,GI,recmFSGlsmUfjjfVN,Hilton Garden Inn Maceio,Hilton Garden Inn Maceio,MCZHGGI,ready,Steps from beach and attractions,"Only a short walk from the beach, our hotel is surrounded by restaurants, beach bars, shops, and attractions.  The Feira de Artesanato Livre crafts pavilion is 250 m away. Events at the convention center are three km from our hotel.  Reach Maceió International Airport (MCZ) in 40 minutes. Enjoy our café, meeting rooms, and outdoor pool."
Hilton Garden Inn,GI,rec9XpDuhx43nBfaJ,Hilton Garden Inn Mexico City Santa Fe,Hilton Garden Inn Mexico City Santa Fe,SAFGIGI,ready,Double the comfort next to Expo Santa Fe,"Our rooms are adjacent to Expo Santa Fe convention center, two kilometers from Centro Comercial Santa Fe. Highway 134 puts us 11 km from the sprawling Bosque de Chapultepec, housing Chapultepec Zoo and La Feria de Chapultepec theme park. We have a fitness center and over 22,400 sq. ft. of meeting space shared with our sister DoubleTree hotel."
Hilton Garden Inn,GI,recP4HW9GeBifcrDu,Hilton Garden Inn Monterrey Airport,Hilton Garden Inn Monterrey Airport,MTYAIGI,ready,A stone’s throw from the terminal,"Our Monterrey Airport hotel is a five-minute walk to the terminal, and we provide a free airport shuttle. Central Monterrey, where you’ll find the river walk, museums, and the Parque Fundidora, is a 40-minute drive away. We offer flexible meeting space for up to 120 guests, as well as free WiFi. Breakfast and dinner are served in the Great American Grill."
Hilton Garden Inn,GI,recuWLICx9WtOrSvh,Hilton Garden Inn Monterrey Obispado,Hilton Garden Inn Monterrey Obispado,MTYGIGI,ready,An awesome stay inside Obispado Tower,"Stay in the financial heart of San Pedro Garza García, minutes from the Obispado Viewpoint, CONVEX Center and CINTERMEX. We’re located within Latin America’s tallest tower, granting incredible city views. Dine on our restaurant terrace, or shop in style at Fashion Drive and Galerias Monterrey, just steps away."
Hilton Garden Inn,GI,recnScFPB3hSmdxjR,Hilton Garden Inn Montevideo,Hilton Garden Inn Montevideo,MVDMVGI,ready,"Right in the business district, close to the beach","We’re steps from Montevideo Shopping Mall and the World Trade Center Montevideo. Playa Buceo Beach and restaurants are in walking distance, and we’re 15 km from Carrasco International Airport. We have a restaurant and bar, room service, and 24-hour market. Enjoy free WiFi and parking, and access to our pool and fitness center."
Hilton Garden Inn,GI,recACse1lXEo5YfOm,Hilton Garden Inn Neuquen,Hilton Garden Inn Neuquen,NQNGIGI,ready,"Views over Neuquen, close to local attractions","We’re close to Exit 7, a short drive from Alto Comahue Shopping Mall. The Museo Nacional De Bella Artes Neuquen and the San Martin Monument are within 10 minutes. Juan Domingo Perón International Airport is nine kilometers from our door. Enjoy views over the city, our fitness center, and all-day dining and drinks at Vive Restaurant."
Hilton Garden Inn,GI,rec3SDNEVxMCJaBpG,Hilton Garden Inn Panama City Downtown,Hilton Garden Inn Panama City Downtown,PTYDNGI,ready,Stay in the heart of downtown Panama City,"Find us in downtown Panama City, with lots of dining options close by. The Cinta Costera is three kilometers away, and we’re six kilometers from Via Veneto. The Multiplaza shopping mall is a 10-minute drive away. Relax by our rooftop hot tub<span id=""cke_bm_215C"" style=""display: none;""> </span>, grab a meal at our restaurant or a quick bite at our coffee shop."
Hilton Garden Inn,GI,recONWBAFUADzHmFz,Hilton Garden Inn Pereira,Hilton Garden Inn Pereira,PEIPAGI,ready,Close to wildlife parks,"We’re located four kilometers from Ukumarí Biopark - one of Colombia’s largest and most modern wildlife parks. Attractions including Pereira Downtown, Plaza de Bolívar, and Cathedral of Our Lady of Poverty are within half an hour. Aeropuerto Internacional Matecaña is 16 minutes away. Enjoy our fitness center, outdoor pool, bar, and meeting space."
Hilton Garden Inn,GI,reczdjyhPCOlyIHgw,Hilton Garden Inn Puebla Angelopolis,Hilton Garden Inn Puebla Angelópolis,PBCGIGI,ready,"Home near culture, entertainment, and retail","Find us adjacent to the International Museum of the Baroque, five minutes from Angelopolis Mall and Estrella de Puebla Ferris wheel. We're a short walk from Monterrey Institute of Technology, the University Cultural Complex Auditorium, and UCC Convention Center. Enjoy our restaurant, fitness center, outdoor pool, and room service."
Hilton Garden Inn,GI,rec0CaettSIncDMg7,Hilton Garden Inn Queretaro,Hilton Garden Inn Queretaro,QROPIGI,ready,Close to the Centro,"We’re off Highway 45D, three kilometers from the historic Centro district. Enjoy the colonial architecture and attractions like the Iglesia de Santa Rosa de Viterbo church. The Corregidora football stadium is seven km away. Eat breakfast, lunch, and dinner in our restaurant, 1917. Grab a drink, snack, or ready-to-cook meal at the 24 hour Pavilion Pantry."
Hilton Garden Inn,GI,recO8UEivz9QgCKwd,Hilton Garden Inn Salamanca,Hilton Garden Inn Salamanca,BJXSAGI,ready,In reach of Salamanca's historic city center,"Find us off Highway 45, less than four kilometers from Via Alta and Plaza Galerias Salamanca shopping. We're five kilometers from central Salamanca's temples of San Agustin and Lord of the Hospital, and Salamanca Industrial Complex, home to the Mazda plant, is 10 minutes away. We have meeting space for up to 110 guests and a 24-hour fitness center."
Hilton Garden Inn,GI,recxEvJftgktdI6oE,Hilton Garden Inn Salta,Hilton Garden Inn Salta – San Lorenzo Chico,SLACKGI,ready,Close to hiking and downtown,"Find us 15 minutes from both downtown Salta and the hiking trails of San Lorenzo village. Our hotel is 12 kilometers from Martín Miguel de Gemes International airport and near WA Sinérgico, Garden Mall, and Porto. We offer event space for ceremonies and business needs alike. Enjoy our outdoor pool, fitness center, on-site restaurant and atrium bar."
Hilton Garden Inn,GI,recvRQ6pgTaVqXr6y,Hilton Garden Inn San Jose Airport City Mall,Hilton Garden Inn San Jose Airport City Mall,SJOACGI,ready,Relax with beautiful views and plenty to do in Alajuela,"Our hotel has easy access to Route 1 and is three minutes from the SJO International Airport with a free airport shuttle service available. We’re adjacent to City Mall Alajuela and one mile from the city center with its museums, and other attractions. Relax in our outdoor heated pool, or sip cocktails at the lounge and pool bar area."
Hilton Garden Inn,GI,recn8YF4gllYW9ijZ,Hilton Garden Inn San Jose La Sabana,Hilton Garden Inn San Jose La Sabana,SJOLSGI,ready,Easy access to San Jose in Sabana Park,"We’re in the Sabana Business Center, next to Sabana Park. Our hotel is surrounded by local businesses, restaurants, and embassies, with easy access to attractions like the National Stadium. The Garden Grille restaurant serves breakfast, lunch, and dinner, and evening cocktails are available at our bar and lounge."
Hilton Garden Inn,GI,recvrtZoFJjmDZqun,Hilton Garden Inn San Juan Condado,Hilton Garden Inn San Juan Condado,SJUSJGI,ready,Steps from the beach and Condado Lagoon,"Our vibrant hotel is in San Juan, just across from Condado Beach and steps from the lagoon. We’re less than seven miles from Luis Muñoz Marín International Airport, and within five minutes of the Convention Center, T-Mobile District, and Old San Juan. Enjoy our restaurants, fitness center, event spaces, and outdoor pool with lagoon views."
Hilton Garden Inn,GI,recVkD7AvbN5HFiep,Hilton Garden Inn Santa Ana San Jose,Hilton Garden Inn Santa Ana San Jose,SJOGSGI,ready,A relaxing stay in San Jose,"Right off Highway 27, our hotel is a 10-minute walk from local bars, restaurants, and Studio Cinemas. Valle del Sol Golf Course, Multiplaza Escazu, and San Antonio Business Park are within a 23-minute drive. San Jose Airport is 15 kilometers away. Perks include a restaurant, outdoor pool, and flexible meeting space. Free WiFi is available for our Honors members."
Hilton Garden Inn,GI,recxwqV4cQPaaT3T0,Hilton Garden Inn Santa Marta,Hilton Garden Inn Santa Marta,SMRGIGI,ready,The marina and Rodadero Beach in easy reach,"The International Marina and Santa Marta Bay are a short walk from our hotel. Rodadero Beach, the Buenavista Mall, and the historic home of Simón Bolívar are all about six kilometers away. Breakfast, lunch, and dinner are served daily in our Garden Grille & Bar, and many restaurants are within a kilometer. Enjoy our pool and sky bar."
Hilton Garden Inn,GI,reci3EBLJU1VCdyvA,Hilton Garden Inn Santiago Airport,Hilton Garden Inn Santiago Airport,SCLGIGI,ready,Close to SCL Airport and mall,"We offer a free shuttle to and from Santiago International Airport SCL, which is three kilometers away. Shops, dining, and entertainment at Arauco Maipu Mall are seven kilometers south. We serve breakfast, lunch, and dinner in our Garden Grille & Bar, including Chilean cuisine and wine. Enjoy our heated indoor pool and sauna. WiFi's on us."
Hilton Garden Inn,GI,rec0MLxIzT3tmzOCH,Hilton Garden Inn Santiago del Estero,Hilton Garden Inn Santiago del Estero,SDEGIGI,ready,The perfect place to relax and explore,"Less than a kilometer from the Forum Convention Center, our hotel is in the heart of Santiago del Estero. The soccer stadium is within five kilometers, and Termas de Río Hondo International Racetrack is one hour away. Unwind in our full-service spa or two pools and enjoy on-site dining and 2,400 sq. ft. of conference space."
Hilton Garden Inn,GI,recNP4X6l4mQKq3SU,Hilton Garden Inn Santo Andre,Hilton Garden Inn Santo Andre,CGHGIGI,ready,"Next to shopping and dining, close to sports","We’re connected to the Atrium Shopping Santo André mall, for stores, dining, and a movie theater. Take the kids to the Sabina Science Museum and aquarium, and the Planetario Johannes Kepler – both 4 km away near Parque Central. Enjoy a meal in the Great American Grill restaurant. Grab a drink or snack at The Garden Market, open 24 hours."
Hilton Garden Inn,GI,recTVMMcf8DcRXLi5,Hilton Garden Inn Sao Jose do Rio Preto,Hilton Garden Inn Sao Jose do Rio Preto,SAODLGI,ready,Central location in Sao Jose do Rio Preto,We are located in the uptown south area of the city adjacent to the Georgina Business Park. Rio Preto Shopping Center and Iguatemi Mall are just a five-minute drive away. Our pet-friendly rooms offer modern amenities and superior comfort. Enjoy the convenience of onsite dining and meeting space of up to 150 guests.
Hilton Garden Inn,GI,recHyaG9te4fPpluU,Hilton Garden Inn Sao Paulo Reboucas,Hilton Garden Inn Sao Paulo Reboucas,SAOURGI,ready,Rising above Reboucas Avenue,"Located in the artistic Pinheiros neighborhood, our hotel is surrounded by unique shops and eateries. We're two blocks from Fradique Coutinho metro station, and Parque do Povo is less than four kilometers away. Reach the city center, museums, and iconic historic sites in 30 minutes or less. Our restaurant is open all day and can host events for up to 80 people."
Hilton Garden Inn,GI,recaVvZSMGbd1rHpU,Hilton Garden Inn Silao Aeropuerto Bajio,Hilton Garden Inn Silao Aeropuerto Bajio,BJXBAGI,ready,Overlooking the hills of Guanajuato,"Just off Mexico 45, we are less than 10 minutes from Guanajuato International Airport and offer complimentary shuttle service. Our hotel is within 15 minutes of Bicentennial Park and major industrial parks, including GM and FIPASI. Enjoy views of Cerro del Cubliete from our rooftop restaurant and bar."
Hilton Garden Inn,GI,recOIDGuz5GkN50j1,Hilton Garden Inn Tucuman,Hilton Garden Inn Tucuman,TUCGIGI,ready,In an entertainment and business complex,"We’re part of the Central Tucumano complex, two kilometers from the city center. Our hotel is steps from the Casino de Tucuman and 14 km from Benjamín Matienzo International Airport. Our restaurant, El Mercado, serves breakfast, lunch, and dinner. Drinks and snacks are available at the 24-hour Pavilion Pantry."
Hilton Garden Inn,GI,recW6b1Ka8EAtiFkt,Hilton Garden Inn Tuxtla Gutierrez,Hilton Garden Inn Tuxtla Gutierrez,TGZGIGI,ready,Enjoy your time in Tuxtla,"We're off Highway 190, within four kilometers of Plaza of the Marimba and downtown Tuxtla. The Cathedral of San Marcos and ZooMAT can be reached in 15 minutes, and Chiapa de Corzo is only 11 km from our door. Ángel Albino Corzo International Airport is 35 minutes away. Enjoy our pool, fitness center, 24-hour convenience shop, and all-day dining."
Hilton Garden Inn,GI,recXcBj5m93CwTjvc,Hilton Garden Inn Uruapan,Hilton Garden Inn Uruapan,UPNMTGI,ready,Near shopping at the Plaza Galerías,"Our hotel is located minutes from multiple restaurants and near shopping at the Plaza Galerías. Downtown Uruapan is less than two kilometers away and Uruapan International Airport is a six-minute drive. We offer meeting space and a coworking area. Enjoy our on-site restaurant, sky bar, fitness center, and heated outdoor swimming pool."
Hilton Grand Vacations,GV,rec3vrNUkunH7SNJE,Hilton Vacation Club Royal Palm St. Maarten,Hilton Vacation Club Royal Palm St. Maarten,SXMROGV,ready,Caribbean oasis in St. Maarten,"Our oceanfront oasis sets along Welfare Rd on the majestic shores of Simpson Bay. A unique, dual-nation island, you’ll experience diverse cultures and vibes along with stunning white-sand beaches, crystal clear waters, duty-free shopping, and vibrant nightlife. Enjoy spacious accommodations with fully equipped kitchens and amenities such as a pool, onsite dining, and a variety of sports courts."
Hilton Hotels & Resorts,HI,recgIjT7jiohm6Qgm,Caribe Hilton,Caribe Hilton,SJNHIHH,ready,An iconic beachfront paradise in San Juan,"Discover why Caribe Hilton is positively paradise, welcoming guests since 1949. Explore our 17 acres of tropical landscaping, nine restaurants, island-inspired rooms, spa, and oceanfront pool complex, all right on the beach. U.S. citizens do not need a passport to visit Puerto Rico. Feel worlds away while still using the same currency and cell phone service."
Hilton Hotels & Resorts,HI,recBHX1fen6yZdszr,Hilton Aruba Caribbean Resort & Casino,Hilton Aruba Caribbean Resort & Casino,AUAHHHH,ready,Escape to Aruba's Iconic Beachfront Resort,"Sun, a breeze, white sands, lush palm trees: welcome to your tropical getaway. Relax and rejuvenate at the beachfront spa, sip a daiquiri by two sparkling pools, and experience world-class dining at our Aruba resort."
Hilton Hotels & Resorts,HI,recAh0HQ4Sbdcv7o8,Hilton Barbados Resort,Hilton Barbados Resort,BGIHIHH,ready,Beachfront resort on historic Needham's Point,"Home to the 17th-century ruins of Charles Fort, a UNESCO World Heritage Site, our resort boasts stunning views of the Caribbean from every guest room. It also offers direct access to two white-sand beaches, two outdoor pools, a full-service spa and a gym. To complete your experience, enjoy a cocktail and world-class dining at one of its restaurants."
Hilton Hotels & Resorts,HI,recMoTgleA4ooYcJa,Hilton Barra Rio De Janeiro,Hilton Barra Rio de Janeiro,RIOABHH,ready,A scenic stay in Barra da Tijuca,"We’re in the Barra da Tijuca business district, steps from Shopping Metropolitano Barra and 35 minutes from Tom Jobin International Airport. The Barra beaches are 10 minutes away and you can enjoy spectacular views from our rooftop infinity pool."
Hilton Hotels & Resorts,HI,rec3NhNLYI09P1AQp,Hilton Bogota,Hilton Bogota,BOGBCHH,ready,A business base near Bogotá nightlife,"Find our financial district hotel in North Bogotá. We're within two kilometers of Zona Rosa – home to the city's premium shopping, dining, and nightlife. The downtown area and Bogotá Botanical Garden are 20 minutes away. Stop by our rooftop bar to take in views of the city, and enjoy access to our fitness center and heated outdoor pool."
Hilton Hotels & Resorts,HI,rec9VcZKSpVYy4oNl,Hilton Bogota Corferias Convention Center,Hilton Bogota Corferias,BOGCCHH,ready,Where Bogotá Connects,"Find us next to Corferias and Agora, just 15 minutes from the El Dorado Airport. We offer sophisticated rooms with panoramic views for a relaxing stay. Enjoy our pool, jacuzzi, sauna, fitness center, steam room, and on-site dining featuring Italian flavors, local cuisine, and grilled specialties."
Hilton Hotels & Resorts,HI,rec4GHCdHmpcC79jZ,Hilton Buenos Aires,Hilton Buenos Aires,BUEHIHH,ready,Stay in the trendy Puerto Madero district,"Our riverside hotel is based in the Puerto Madero district, a revamped docks area with upscale dining and a wildlife-rich conservation park. The historic neighborhood of San Telmo and Calle Florida shopping are less than two kilometers away. At the hotel, you'll find a rooftop pool and local dishes in our restaurant."
Hilton Hotels & Resorts,HI,recHZPjQu2cQgmpcH,Hilton Cancun Mar Caribe All-Inclusive Resort,Hilton Cancun Mar Caribe All-Inclusive Resort,CUNMCHH,ready,An all-inclusive Cancun getaway,"Sea breezes and turquoise waters welcome you to our prime beachfront location on Cancun’s famed “Hotel Zone”. Our all-inclusive hotel offers 8 restaurants and bars plus a Grab & Go market. Wake up to ocean views, play all day with activities for the entire family and round out the night with spectacular entertainment."
Hilton Hotels & Resorts,HI,recZ0XRAtXv7Qy11w,Hilton Cartagena,Hilton Cartagena Hotel,CTGHIHH,ready,History and conventions by the Caribbean Sea,"The Colombian Caribbean Icon, awaits you on the El Laguito Peninsula, surrounded by the sea and just minutes from the walled city. Discover a place where every moment becomes a story: enjoy heartfelt service, unwind in our stunning pool complex, play at the padel club, and host everlasting events in our convention center and outdoor venues."
Hilton Hotels & Resorts,HI,reckMQcc7aIuXXn2B,Hilton Colon Guayaquil,Hilton Colon Guayaquil,GYEHIHF,ready,Close to Galapagos Islands flight connections,"We're four kilometers from José Joaquín de Olmedo International Airport, which connects you to the Galapagos Islands. Within a 10-minute drive, reach Malecón 2000 – the city's waterfront boardwalk with shops, gardens, and historical monuments. Our hotel has an outdoor pool with a swim-up bar and a spa featuring a sauna, steam bath, and treatment rooms."
Hilton Hotels & Resorts,HI,rec96plFVfoYeneLz,Hilton Colon Quito,Hilton Colon Quito,QUIHIHF,ready,Near old town Quito and El Ejido Park,"Find us across from El Ejido Park, home to a nightly craft market, and less than one block from Casa de la Cultura Museum. The El Ejido subway station is steps away, offering easy access to city sights. Quito Old Town, a UNESCO World Heritage Site with colonial architecture, is within 10 minutes. Enjoy our spa, outdoor pool, and bonsai garden."
Hilton Hotels & Resorts,HI,recpRSWB5yXwXdyHG,Hilton Guadalajara Midtown,Hilton Guadalajara Midtown,GDLGMHH,ready,High-end dining and shopping in Guadalajara Midtown,"Find us in the financial and business district, across from shopping at Midtown Jalisco. We’re in the same complex as Deloitte, WeWork, Santander, Tendam, and HDI offices. Government agencies are within two blocks, and Bosque Los Colomos is 2 kilometers away. Expo Guadalajara, Liberation Square, and the Basilica of Our Lady Zapopan are less than 20 minutes. Enjoy our rooftop pool and bar."
Hilton Hotels & Resorts,HI,rec6DU7Vnnwe4o2Dg,Hilton Guatemala City,Hilton Guatemala City,GUALLHH,ready,A garden retreat in Guatemala City,"We'e 10 km from La Aurora International Airport and just minutes from shops and restaurants. Built with colonial style, our hotel is in an exclusive residential area, 30 minutes from the historic city. Enjoy our art collection, pool and hot tubs, and modern fitness center. Dining options include outdoor seating and room service. We are pet friendly."
Hilton Hotels & Resorts,HI,recCkYA0ekcf5em5y,Hilton Lima Miraflores,Hilton Lima Miraflores,LIMMFHH,ready,Your base in Miraflores,"We’re in the heart of Miraflores, within five minutes of Larcomar. Kennedy Park is one kilometer away and we’re 15 minutes from Huaca Pucllana. Jorge Chavez International Airport is just 35 minutes away. Enjoy traditional Peruvian cuisine in our restaurant. WiFi’s on us and we have a rooftop infinity pool, a fitness center, and an executive lounge with views of Lima."
Hilton Hotels & Resorts,HI,rec9Al5t6gO9kVHCs,Hilton Los Cabos,Hilton Los Cabos Beach & Golf Resort,SJDLCHH,ready,"Sun, sand and golf in Los Cabos","Discover Hilton Los Cabos, a tropical oasis nestled along one of the area's rare cove-protected beaches, offering breathtaking ocean views from our hacienda-inspired rooms and suites. Whether you seek romance, reconnection, or new adventures, our Enclave Beach Club, eforea Spa, and award-winning dining await your arrival, promising unforgettable moments in paradise."
Hilton Hotels & Resorts,HI,recL5AUBNnGkFGgrM,Hilton Mendoza,Hilton Mendoza,MDZARHH,ready,Mountain and city views over Mendoza,"We're perfectly situated near the highway, shopping, and city attractions for your trip to Mendoza. Explore local wineries or the historic sites of the city center, less than 20 minutes away. Our hotel features views of the Andes mountains, a covered pool, a hot tub, and over 2,000 sq. m. of meeting and event space."
Hilton Hotels & Resorts,HI,rec5SGZRRc8oxXlA4,Hilton Mexico City Airport,Hilton México City Airport,MEXAHHF,ready,Direct airport access in Mexico City,"Find us inside Terminal 1 of Benito Juarez International Airport, Gate 8, third level. We're six kilometers from events at Foro Sol and Palacio de las Deportes. We offer a restaurant featuring Mexican and international fusion cuisine, and a bar with airport runway views, open 24 hours. Enjoy our fitness club and rooms designed for business travelers."
Hilton Hotels & Resorts,HI,recG73uBQmLiKArxc,Hilton Mexico City Reforma,Hilton Mexico City Reforma,MEXRFHH,ready,Enjoy sky-high city views from our rooftop pool,"Find our high-rise hotel in the heart of Mexico City, opposite Alameda Central park and just 650 meters from the Palacio de Bellas Artes. The historic center of Mexico City, which is centered around Zócalo plaza, is less than two kilometers away. We’re home to a rooftop pool, a spa, and a two-story convention center."
Hilton Hotels & Resorts,HI,recLzQMo7RhA0u1gJ,Hilton Mexico City Santa Fe,Hilton Mexico City Santa Fe,MEXSAHH,ready,Rooftop relaxation in Santa Fe's business district,"Our architecturally unique hotel is in one of Mexico City’s most important business districts, Santa Fe. Based in SAMARA complex, featuring a shopping mall and offices, we’re within two kilometers of businesses such as Microsoft, Ford, and Sony. Mexico City Stadium is 19 kilometers away. Enjoy our rooftop pool and bar and 24-hour fitness center."
Hilton Hotels & Resorts,HI,recmeTWJ5zeyfgxx5,Hilton Monterrey,Hilton Monterrey Valle,MTYVOHH,ready,Close to all Monterrey has to offer,"Find us in Monterrey, directly connected to Galerias Valle Oriente Shopping Mall with its many shopping and dining options. We’re just 10 minutes from San Pedro Garza Garcia and five miles from the center of Monterrey. Relax with a drink on our rooftop, which has an outdoor pool and bar. Many of our comfortable rooms offer city or mountain views."
Hilton Hotels & Resorts,HI,recv0t7j79fnXdXlR,Hilton Panama,Hilton Panama,PTYHFHH,ready,Panama Canal and Cinta Costera views,"Looking out onto the waterfront, Balboa Avenida, our family-friendly hotel is within one kilometer of downtown Panama City and the Cinta Costera. Multiplaza Mall, canal tours, and the Casco Viejo UNESCO site are within a 10-minute drive. Our hotel is connected to the Stem Cell Institute and Starbay Casino. Our eforea spa, beauty salon, and rooftop pool complete your stay."
Hilton Hotels & Resorts,HI,recU3UNBEZPtrETuz,Hilton Pilar,Hilton Pilar,BUEPIHH,ready,Golf oasis near Buenos Aires,"Surrounded by stunning views, our hotel is in the heart of Pilar Golf Club, just 45 minutes from Buenos Aires. We offer a spa, bikes, restaurants, tennis courts, playroom, and an indoor-outdoor pool. Shops and entertainment are nearby. Let the surrounding natural environment be your backdrop for your next meeting, event, or family getaway."
Hilton Hotels & Resorts,HI,recEmM5TdgFEuwdSz,Hilton Ponce Golf & Casino Resort,Hilton Ponce Golf & Casino Resort,PNCHIHH,ready,Stay and play at our golf and casino resort,"Our beachfront location boasts views of the Caribbean Sea and is just three kilometers from Paseo Tablado La Guancha. Downtown Ponce is six kilometers away, and Mercedita Ponce International Airport is 11 kilometers. We have two outdoor pools, two whirlpools, a children’s play area, 18-hole golf course, mini-golf, tennis courts, casino, and four restaurants."
