status,recordId,name,country,city,strSubmarket,strRegional,existingDealality,proposedDealality,confidence,source,reason
ready,rec1l900UGKuIlkul,Hotel Boutique Sazagua,Colombia,Pereira,Pereira,no,,Coffee Region / Pereira,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1m0d0Qcksx2wD9,Enjoy Olimpia Park Resort,Brazil,Olímpia,Olímpia,no,,Vila Olímpia / Berrini,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1nQrEwRijRI8LZ,Balcones del Atlántico,Dominican Republic,Samana,Samana,no,,Samaná / Las Terrenas,High,dealality_keyword_corridor_map,name_keyword_samana
ready,rec1nxUTdoAJ3Am8N,El Cid La Ceiba Beach Hotel,Mexico,Cozumel,Cozumel/Isla Mujeres/Holbox,no,,Cozumel,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1p6etCFRh3N14C,London Palace Hotel,Uruguay,Montevideo,Montevideo,no,,Montevideo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1qneayhn0VHTWh,Hotel Estelar Calle 100,Colombia,Bogota,Bogota North,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec1s2tkTrKPi12Dg,Hotel Faranda Express Puerta Del Sol Barranquilla A Member of Radisson Individuals,Colombia,Barranquilla,Barranquilla,no,,Barranquilla,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1s4PwI9HHtIyFT,Holiday Inn Express Cali Airport,Colombia,Cali,Cali,no,,Cali,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1tCG2X65YbEPFI,Travel Inn Rio Roiss Hotel,Brazil,Rio De Janeiro,Rio De Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1v8KnE1v2kwFz1,Hotel Le Parc,Ecuador,Quito,Quito,no,,Quito,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1vd4mYSe3PHno3,Hotel Pouso Real,Brazil,Rio De Janeiro,Rio De Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1wNuNeXmdV0XPx,Hotel La Rana Cansada,Mexico,Playa Del Carmen,Playa Del Carmen,no,,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1x8GvdZVqo3lF8,Luhho Suites Bogota,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec1xDU2AOHR78xyp,Hotel Cabrero Mar,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1xKXJ9Nyu0YKbW,Hotel Isla Arena Plaza,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1y1lkl0jggxYxu,ibis Copacabana Posto 5,Brazil,Rio de Janeiro,Rio de Janeiro Centre & Surrounding,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1yGF96jrZT5OVz,Sunset Beach Hotel Punta Del Este,Uruguay,Punta Del Este,Punta Del Este,no,,Punta del Este,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1zQLVUub7IxO5I,Fairfield by Marriott Medellin Sabaneta,Colombia,Medellin,Colombia Regional,yes,,Medellín,High,dealality_city_corridor_map,exact_city_map
ready,rec1zVRoy1A8RO7Ml,"The Westin Lagunamar Ocean Resort Villas & Spa, Cancun",Mexico,Cancun,Cancun,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec20lvfCqQmpmhVM,Sonesta Posadas Del Inca-Sacred Valley-Yucay,Peru,Urubamba,Peru Regional,yes,,Sacred Valley,Medium,dealality_keyword_corridor_map,name_keyword_sacred_valley
ready,rec21HFTqYMMp5BTF,Pasadena Hostel,Colombia,Cali,Cali,no,,Cali,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec21WjaZqNdPbNla,Claridge Hotel,Argentina,Buenos Aires,Buenos Aires Centre,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec224yzrzpDLp3mj,Casa Republica Barranco Boutique Hotel,Peru,Lima,Lima,no,,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec23WH5qLnAEgR1a,Pleno Palermo SOHO,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec23nnImPSGCxxY0,Emiliano Rio de Janeiro,Brazil,Rio de Janeiro,Rio de Janeiro Centre & Surrounding,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec23u2tz6eSeIWsf,Hotel Cottage Puerto Buceo,Uruguay,Montevideo,Montevideo,no,,Montevideo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec24s8YptJ8hMSEy,Hyatt Centric San Isidro Lima,Peru,Lima,San Isidro & Surroundings,no,,San Isidro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec25NjRZHQr1Aoma,Hotel El Milagro En Cartagena,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec25YZu8RaUfK0yd,Rio Sagrado a Belmond Hotel Sacred Valley,Peru,Valle Sagrado,Peru Regional,yes,,Sacred Valley,Medium,dealality_keyword_corridor_map,name_keyword_sacred_valley
ready,rec25e3IAmA50AvAD,Park Plaza Apart Hotel,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec27Gl2oh0ZpWTPx,Casa Andina Standard Benavides,Peru,Miraflores,Miraflores,no,,Miraflores,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec28581AZiRufUD5,Lost Iguana Resort,Costa Rica,La Fortuna,La Fortuna,no,,Arenal / La Fortuna,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec28cZOjDbiTneUO,Hotel Doral,Ecuador,Guayaquil,Guayaquil,no,,Guayaquil,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec29KtSqOxJiTszn,Viva Wyndham Fortuna Beach,Bahamas,Freeport,Freeport,no,,Grand Bahama / Freeport,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2Cbdw7pcWZ3pf7,Bisonte Libertad,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2Cl4AIlX20EgIK,Tibet House,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2DHSYjcFHArpuz,Argenta Tower Retiro,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2DTfN9OhIOIfxJ,Selina Tulum Downtown,Mexico,Tulum,Tulum,no,,Tulum,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2EIChTGuowr5s8,Condado Ocean Club,Puerto Rico,San Juan,San Juan Area,no,,San Juan Metro,High,dealality_city_corridor_map,pr_city_inference_map
ready,rec2F0rBo5YVaWi4O,"Hotel Rumbao, a Tribute Portfolio Hotel",Puerto Rico,San Juan,San Juan Area,no,,San Juan Metro,High,dealality_city_corridor_map,pr_city_inference_map
ready,rec2Fc0qnnMMxKH73,Sheraton Hotel Presidente San Salvador,El Salvador,San Salvador,San Salvador,no,,San Salvador,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2G5LzbWlxjmh1u,Hotel & Residencia Del Sol,Guatemala,Guatemala City,Guatemala City,no,,Guatemala City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2GFlB8MIMMd1um,Agustos Cusco Hotel,Peru,Cusco,Cusco,no,,Cusco Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2GTurYzQLt4hRK,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Mexico,Cancun,Cancun,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec2Gp44PpF0zfUUs,Confort 80 Zona Rosa,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec2IcgnbYXzatpsQ,NM Lima Hotel,Peru,Lima,Lima,no,,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2JIH7lsBY0PNvp,Hotel Regatta Cartagena,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2JjHjxDIt5SubN,AC Hotel Santiago de los Caballeros,Dominican Republic,Santiago de los Caballeros,Dominican Republic Regional,yes,,Santiago / Cibao,Medium,dealality_keyword_corridor_map,name_keyword_santiago
ready,rec2K1CazGwL7IkpA,"Royalton Splash Punta Cana, An Autograph Collection All-Inclusive Resort & Casino",Dominican Republic,Punta Cana,Punta Cana,no,,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2K1TzuL01wkgDs,Rooms Negril,Jamaica,Negril,Negril,no,,Negril,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2K3OW2xlK4TQSh,Garden Hotel,Peru,Lima,Lima,no,,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2KZNYVrkZhbvk0,Hotel MS Estacion Superior,Colombia,Cali,Cali,no,,Cali,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2KviX05cQ5jiKA,Liriocala Aparthotel,Dominican Republic,Bavaro,Bavaro,no,,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec2NsEazsgZfiuVF,Wyndham Garden Barranquilla,Colombia,Barranquilla,Barranquilla,no,,Barranquilla,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2O8Y9NxchJSXpg,Sleeping Giant Rainforest Lodge,Belize,Good Living Camp,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2OenGxDmBctjda,Hotel B Unique Cozumel,Mexico,Cozumel,Cozumel,no,,Cozumel,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2PZCFvApDeEwRX,The Click Clack Hotel,Colombia,Bogota,Parque 93,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec2PtYepYRz1XnNc,Enjoy Punta Del Este,Uruguay,Punta Del Este,Punta Del Este,no,,Punta del Este,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2Pyg0ZUYuGQuDg,Hotel Finca Valverde,Costa Rica,Monteverde,Monteverde,no,,Monteverde,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2Q2KKeQlXvbajd,Villas Hi NA HA Resort,Mexico,Isla Mujeres,Isla Mujeres,no,,Isla Mujeres,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2RN8C6ITLhqlmz,"Viva Azteca by Wyndham, A Trademark All Inclusive Resort",Mexico,Playa Del Carmen,Playa Del Carmen,no,,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2RUkZ1isVgLSuM,W Punta Cana Adult All-Inclusive,Dominican Republic,Punta Cana,Dominican Republic Regional,yes,,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec2RsudYPE2UqD67,Hotel Vadamar,Colombia,Santa Marta,Santa Marta,no,,Santa Marta,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2TKlMhwraaTSDJ,Dazzler by Wyndham Buenos Aires Maipu,Argentina,Buenos Aires,Buenos Aires Centre,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2TL6qYp5TXrTmY,Hathor Hotels Mendoza,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2U3cLsvMWmmlqU,Casa Roland Bead & Breakfast,Costa Rica,San Jose,San Jose,no,,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,rec2V2gwJBUAKxHNl,Hilton San Jose La Sabana,Costa Rica,San Jose,San Jose,no,,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,rec2VW5ffvMFNarGv,Andenes Hotel,Peru,Arequipa,Arequipa,no,,Arequipa,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2WP8ezMQGp6tTc,Hotel Club Frances,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2Wp7UpNNlJTQii,Jaco Laguna Resort & Beach Club,Costa Rica,Jaco,Jaco,no,,Jacó / Herradura,Medium,dealality_keyword_corridor_map,name_keyword_jaco
ready,rec2WvSCfwG01tAwG,La Paloma Blanca,Costa Rica,Jaco,Jaco,no,,Jacó / Herradura,Medium,dealality_keyword_corridor_map,name_keyword_jaco
ready,rec2Zyy8ollfQQjxH,Hotel Santander Plaza,Guatemala,Guatemala City,Guatemala City,no,,Guatemala City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2aR9iQWc4bmzm9,Hampton by Hilton San Juan City Center,Puerto Rico,San Juan,San Juan,no,,San Juan Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2b70SnZdRAx7vU,San Lazaro Art Hotel,Colombia,Cartagena,Centro Historico,no,,Cartagena,High,dealality_city_corridor_map,exact_city_map
ready,rec2csqTgAXfQhBhp,Tru by Hilton San Juan Condado,Puerto Rico,San Juan,San Juan,no,,San Juan Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2dh2Db4KMdaKuM,Windsor Martinique Hotel,Brazil,Rio de Janeiro,Rio de Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2e06h1K98jtTkL,Fisherman's Inn Dive Resort,Jamaica,Falmouth,Falmouth,no,,Falmouth,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2gpJAOw0oMmIOj,7 Mile Beach Resort,Cayman Islands,Grand Cayman,Grand Cayman,no,,Grand Cayman,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2h5veq9QBaykjs,Blue Beach Punta Cana Luxury Resort,Dominican Republic,Punta Cana,Punta Cana,no,,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2hyfVf3HHgkqZ9,Antares,Peru,Arequipa,Arequipa,no,,Arequipa,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2ihaWDf0mqtnaa,Casa Andina Premium Arequipa,Peru,Arequipa,Peru Regional,yes,,Arequipa,Medium,dealality_keyword_corridor_map,exact_city_submarket_label
ready,rec2jfSE05MTBygko,Park Venidimia Suites,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2m58qf9yauGWiH,Hard Rock Hotel & Casino Aruba,Aruba,Oranjestad,Oranjestad,no,,Oranjestad / Cruise Port,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2moXxIIFFrOJQ2,Luquillo Sunrise Beach Inn,Puerto Rico,Luquillo,Luquillo,no,,East Coast / Island Access,High,dealality_city_corridor_map,pr_city_inference_map
ready,rec2n5arNQshCitpV,Majestic City Center,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2npymRr38rSRkM,Art Deco,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2oDDLb1jxuKrio,Hotel Colonial,Colombia,Pereira,Pereira,no,,Coffee Region / Pereira,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2op08qTe7qhy1N,Casitas Eclipse Hotel,Costa Rica,Quepos,Quepos,no,,Manuel Antonio / Central Pacific,High,dealality_keyword_corridor_map,name_keyword_manuel_antonio
ready,rec2oyPCUZMrCBT5g,Natura Cabanas Boutique Hotel & Spa,Dominican Republic,Cabarete,Cabarete,no,,Puerto Plata / Sosúa / Cabarete,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2pFKK09J9YnIEP,Hotel Vilar America,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec2qPFWg431yOMbz,Alvear Icon Hotel & Residences,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2qZ6dUwamNtmiz,L'Hotel Palermo,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2qg0wuAnDkS8VA,Sonesta Hotel Cartagena,Colombia,Cartagena,Cartagena Surrounding & Morros,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2rXBNEd5OL58lU,KAYAK Luna,Mexico,Playa Del Carmen,Playa Del Carmen,no,,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2rt7LWirHlEIrZ,"Cabos Resort Fajardo, Tapestry Collection by Hilton",Puerto Rico,Fajardo,Fajardo,no,,East Coast / Island Access,High,dealality_keyword_corridor_map,name_keyword_east_coast
ready,rec2sYtHV6f08WlKb,Hotel Bocas Town,Panama,Bocas del Toro,Bocas del Toro,no,,Bocas del Toro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2sjA57ROjpQx4Y,Selina Copacabana,Brazil,Rio de Janeiro,Rio de Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2vXGHWb1wGmU93,Hotel Flamingo Cali,Colombia,Cali,Cali,no,,Cali,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2wIqZVeq7laR6r,Radisson Hotel Santo Domingo,Dominican Republic,Santo Domingo,Santo Domingo,no,,Santo Domingo Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2yVb62NpBJs1A3,Ruinas Hotel,Peru,Cusco,Cusco,no,,Cusco Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec2zB6v5h9Yayhgx,Village Catedral Resort & Spa,Argentina,San Carlos de Bariloche,San Carlos de Bariloche,no,,Bariloche,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec30RgNl0ReqOtYx,Zemi Miches All-Inclusive Resort Curio Collection by Hilton,Dominican Republic,Miches,Dominican Republic Regional,yes,,Miches / Costa Esmeralda,High,dealality_keyword_corridor_map,name_keyword_miches
ready,rec318UPAK57vfTT3,Townhouse Boutique Hotel & Rooftop,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec31LPabNZXgbNnI,Hotel Windsor Suite,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec33YxEi9QBxu3qd,Selina Arequipa,Peru,Arequipa,Arequipa,no,,Arequipa,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec34Ig5UMSyEsV5j,Hyatt House Mexico City Santa Fe,Mexico,Mexico City,Santa Fe,no,,Santa Fe,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec34iQ7sh5NarWcu,Motto by Hilton Tulum,Mexico,Tulum,Tulum,no,,Tulum,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec34vD9VkdzPavaY,NH Collection Mexico City Santa Fe,Mexico,Mexico City,Santa Fe,no,,Santa Fe,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec37fFyU7xSCzYto,Plaza Fuerte Hotel,Uruguay,Montevideo,Montevideo,no,,Montevideo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec38IZFjDWyQhfYG,BA Sohotel,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec390rRFmyodQsCS,Belize Budget Suites,Belize,San Pedro,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec39Pgj1W6Wfqouh,Hotel El Tronco Inc,Dominican Republic,Boca Chica,Boca Chica,no,,Boca Chica / Juan Dolio,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec39eKboTBpbUrHW,Hyatt Centric San Salvador,El Salvador,San Salvador,San Salvador,no,,San Salvador,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec3A5D51jXMoXnVz,Hotel Montecarlo Suites,Colombia,Cali,Cali,no,,Cali,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
