status,recordId,name,country,city,strSubmarket,strRegional,existingDealality,proposedDealality,confidence,source,reason
ready,recAVscXUv9dm23Qb,Hostel Cafe Ruiz,Nicaragua,Granada,Granada,no,,Granada,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAWoxMlP6z2FIVs,Bachelor Inn,Belize,Belize City,Belize City,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAX2iXPxWsbBSsW,Puerto Isla Mujeres Resort,Mexico,Isla Mujeres,Isla Mujeres,no,,Isla Mujeres,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAXPslFL4gB6JXi,"Park Inn By Radisson San Jose, Costa Rica",Costa Rica,San Jose,San Jose,no,,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,recAXxXYg3lZG9RAC,Posada Del Virrey,Uruguay,Colonia Del Sacramento,Colonia Del Sacramento,no,,Colonia,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAYu21ZPv9t2CJs,OYO Hotel Village,Brazil,São Paulo,São Paulo,no,,São Paulo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAZGc6kzotAAQZd,Hostel Malbec Plaza,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAa19WXucGvDQAP,Parador Guanica 1929,Puerto Rico,Guanica,Guanica,no,,Southwest Nature & Beach Corridor,Medium,dealality_keyword_corridor_map,name_keyword_southwest
ready,recAaKRe0nVhxc0Y1,Hotel Parque 63,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,recAaTLAMer14ZEuG,"Mahogany Bay Resort & Beach Club, Curio Collection by Hilton",Belize,San Pedro,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAbGPSHwsix0H9N,Grand Palladium Jamaica Resort & Spa,Jamaica,Montego Bay,Jamaica,no,,Montego Bay,Medium,dealality_keyword_corridor_map,exact_city_submarket_label
ready,recAbT10Xh5uJVbpL,"Four Seasons Resort and Residences Caye Chapel, Belize",Belize,Belize City,Belize City,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAd50LKDXO4PB0t,Suites Gaby Hotel,Mexico,Cancun,Cancun,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,recAeFRTBWE6kKrCd,Venus Hotel,Belize,San Ignacio,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAezIUSRkPUb8lb,Casa San Agustin,Colombia,Cartagena,Centro Historico,no,,Cartagena,High,dealality_city_corridor_map,exact_city_map
ready,recAf6k1XoyYmbbxW,Best Western Plus Urban Larco Hotel,Peru,Lima,Lima,no,,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAfGiBjdt2WB62O,Valentin La Hacienda Beach Resort,Mexico,Playa Del Carmen,Playa Del Carmen,no,,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAh2l5m4Rmj2Krc,Los Balcones Over the Sea,Panama,Bocas del Toro,Bocas del Toro,no,,Bocas del Toro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAhiupIHwCYJf5l,Novus Plaza Hodelpa,Dominican Republic,Santo Domingo,Santo Domingo,no,,Santo Domingo Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAi6URZdr3geh84,Papaya Playa Project,Mexico,Tulum,Tulum,no,,Tulum,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAj8DGQNF8BmAsp,Eurostars Marques de Villalta,Colombia,Cartagena,Centro Historico,no,,Cartagena,High,dealality_city_corridor_map,exact_city_map
ready,recAl6eHqws4nuBDZ,Hotel Patio Andaluz,Ecuador,Quito,Quito,no,,Quito,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAlGESVPkriXKxs,Plantana Condo,Cayman Islands,Grand Cayman,Grand Cayman,no,,Grand Cayman,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAldcQHmK7javBj,Wyndham Costa del Sol Lima Airport,Peru,Callao,San Isidro & Surroundings,no,,San Isidro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAmQrMcMognRYN9,Hotel Esencia,Mexico,Playa Del Carmen,Puerto Aventuras/Akumal,no,,Riviera Maya / Playa del Carmen,High,dealality_city_corridor_map,exact_city_map
ready,recAnvLmH7iwQvn6A,Hotel Normandy,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,recAp2epBq4HAQIG9,Hotel B3 Virrey,Colombia,Bogota,Bogota Zona T,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,recApLbTknui4oIna,Marbella Club,Puerto Rico,Humacao,Humacao,no,,East Coast / Island Access,High,dealality_city_corridor_map,pr_city_inference_map
ready,recApuJBpNkRLWiDD,Inntu Hotel,Colombia,Medellin,Medellin,no,,Medellín,High,dealality_city_corridor_map,exact_city_map
ready,recAqIScZSS3ODiLy,Hampton by Hilton Guanacaste Airport,Costa Rica,Liberia,Guanacaste Area,no,,Guanacaste / Papagayo,High,dealality_keyword_corridor_map,name_keyword_liberia
ready,recArCmmNfUranO5V,Hotel San Felipe Suites,Peru,Arequipa,Arequipa,no,,Arequipa,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recArShDHyvs9xrCV,La Finca Buritaca by DOT Boutique,Colombia,Santa Marta,Santa Marta,no,,Santa Marta,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recArW1qEXpbXmUgJ,3H Hotel,Colombia,Medellin,Medellin,no,,Medellín,High,dealality_city_corridor_map,exact_city_map
ready,recArm0FsaGb6ioTs,Allegro Papagayo Resort,Costa Rica,Liberia,Liberia,no,,Guanacaste / Papagayo,High,dealality_city_corridor_map,exact_city_map
ready,recAsiQSVTDIPjLKt,Jean Clevers Parque Hotel,Uruguay,Punta Del Este,Punta Del Este,no,,Punta del Este,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recAtFXbOiZhzNGIx,Elmirador Hotel,Uruguay,Colonia Del Sacramento,Colonia Del Sacramento,no,,Colonia,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recB1pPiaGeDHQklQ,Villas Tacul Boutique Hotel,Mexico,Cancun,Cancun,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,recB20IZ49aM5kuTo,Ecohotel La Casona,Colombia,Pereira,Pereira,no,,Coffee Region / Pereira,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recB2R1uwPro9opxd,Cabinas Las Arenas,Costa Rica,Jaco,Jaco,no,,Jacó / Herradura,Medium,dealality_keyword_corridor_map,name_keyword_jaco
ready,recB3eyCVx2pVUwse,Casa Andina Select Paracas,Peru,Paracas,Peru Regional,yes,,Paracas,Medium,dealality_keyword_corridor_map,exact_city_submarket_label
ready,recB57bloK5UCEXfC,Novotel Lima Surco,Peru,Lima,Lima,no,,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recB5WJ2x1MDDSpyk,HAB Hotel,Colombia,Bogotá,Bogotá,no,,Bogotá,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recB5uDWcbv7JVhvK,aloft Playa del Carmen,Mexico,Playa del Carmen,Playa Del Carmen,no,,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recB62JZMUVEpwUJI,Bellavista Travel Suites,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recB6DIAw8DgUBA2i,Intercity Porto Maravilha Hotel,Brazil,Rio de Janeiro,Rio de Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recB6Md7yXpAn7HAU,Leblon Flat Service,Brazil,Rio de Janeiro,Rio de Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recB8dDxKEAj9RA8V,Nobu Hotels Punta Cana,Dominican Republic,Punta Cana,Punta Cana,no,,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recB8vSZouWwZwxVK,Towne Hotel,Bahamas,Nassau,Nassau,no,,Nassau / New Providence,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recB9Pm9ScNS3Ambx,Oasis at Sunset Montego Bay,Jamaica,Montego Bay,Montego Bay,no,,Montego Bay,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recB9S1vif0r5Kw22,Hotel Americana,Colombia,Cali,Cali,no,,Cali,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBAeHJ18QH5LwJV,Maya Tulum Resort,Mexico,Tulum,Tulum,no,,Tulum,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBBD1LnHjHJkhAU,KASA Hotel Riviera Maya,Mexico,Puerto Aventuras,Puerto Aventuras,no,,Akumal / Puerto Aventuras,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBC4XUMN4UXg9jK,Hotel Downtown Managua,Nicaragua,Managua,Managua,no,,Managua,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBDreFai0Xt6Bvo,Amerian Buenos Aires Park Hotel,Argentina,Buenos Aires,Buenos Aires Centre,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBE6g2vuDhIY3w5,Nasara Inn,Peru,Arequipa,Arequipa,no,,Arequipa,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBF9vED544PfaEU,Hotel Colonial,Guatemala,Guatemala City,Guatemala City,no,,Guatemala City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBFCbM2DTkOMBYI,Plaza Las Glorias,Mexico,Cancun,Cancun,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,recBIbPeXoXiJWYOs,Sahara Hotel,Mexico,Playa Del Carmen,Playa Del Carmen,no,,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBImbAqWKMXGEc9,Nogales Hotel & Convention Center,Chile,Providencia,Providencia,no,,Providencia,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBJ7UiSJfQ7uB9H,MyHotel Cabanas Brisas del Caribe,Colombia,Santa Marta,Santa Marta,no,,Santa Marta,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBJf2x8Rs87KirI,The Reserve @ Paradisus Punta Cana Resort,Dominican Republic,Punta Cana,Punta Cana,no,,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBKs5Z06jr2eyHU,Reino Del Plata,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBL3aUnguYhjKyO,Secrets Playa Blanca Costa Mujeres,Mexico,Cancún,Cozumel/Isla Mujeres/Holbox,no,,Cozumel,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBLGfXY255KjV9C,Apart Center,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBM4o2D4VjtHOjD,W Cabarete,Dominican Republic,Cabarete,Cabarete,no,,Puerto Plata / Sosúa / Cabarete,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBMCjNiqFlCQX59,Coco Plum Island Resort,Belize,Dangriga,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBMPIX0cM4OkhZu,Goldwynn Resort & Residences Riviera Bahama,Bahamas,Nassau,Nassau,no,,Nassau / New Providence,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBNoQiPkbguIR35,Aparthotel La Cana,Dominican Republic,Sosua,Sosua,no,,Puerto Plata / Sosúa / Cabarete,High,dealality_keyword_corridor_map,name_keyword_north_coast
ready,recBPiw6upQyEb34u,Diamond Motel,Belize,Belize City,Belize City,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBQPk0svOclHsjH,Howard Johnson by Wyndham Barranquilla Versalles,Colombia,Barranquilla,Barranquilla,no,,Barranquilla,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBRGxTST5lO6s5b,Hotel Castillo Rojo,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBSOss7GNPi3t9y,The Palms Condos,Cayman Islands,Grand Cayman,Grand Cayman,no,,Grand Cayman,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBStgnKqCLk4T41,Hotel Barahona 446,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBUDvJGvclbBp06,Marriott Santa Marta Resort Playa Dormida,Colombia,Santa Marta,Santa Marta,no,,Santa Marta,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBUUDHCm4timiGZ,SHA Mexico,Mexico,Cancún,Cancún,no,,Cancún Airport Corridor,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBUhlH6fevhYFEe,"Sortis Hote, Spa & Casino, Autograph Collection",Panama,Panama City,Panama City,no,,Panama City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBXthPlfwpPS2sp,Hotel La Pradera,Costa Rica,La Fortuna,La Fortuna,no,,Arenal / La Fortuna,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBYm6qIaTamF3d3,Ducasse Rio Hotel,Brazil,Rio de Janeiro,Rio de Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBZmu6uOtSguSSC,Hyatt Place Santiago Vitacura,Chile,Santiago,Vitacura,no,,Vitacura,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBaCVeoPTIHpjTE,The Reef Playacar Resort & Spa,Mexico,Playa Del Carmen,Playa Del Carmen,no,,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBaCfiYRRSL9wlk,Hilton Garden Inn Corrientes,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBaQzP4Pu3BI0CO,Mayaguez Plaza Hotel BW Signature Collection,Puerto Rico,Mayaguez,Puerto Rico Regional,yes,,West Coast / University & Surf,High,dealality_keyword_corridor_map,name_keyword_west_coast
ready,recBbqODPUKnCynfe,Sunshine Paradise Suites,Bahamas,Paradise,Paradise,no,,Paradise Island,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBdJQPXxZGrRaI8,Tropical Casa Laguna Resort,Dominican Republic,Cabarete,Cabarete,no,,Puerto Plata / Sosúa / Cabarete,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBeFjNT8qr20WjE,Best Western Jaco Beach All Inclusive Resort,Costa Rica,Jaco,Costa Rica Regional,yes,,Jacó / Herradura,Medium,dealality_keyword_corridor_map,name_keyword_jaco
ready,recBeJyvzgdgCpibT,Barcelo Maya Colonial,Mexico,Playa Del Carmen,Puerto Aventuras/Akumal,no,,Riviera Maya / Playa del Carmen,High,dealality_city_corridor_map,exact_city_map
ready,recBeKZwESsz6eysx,Hampton by Hilton Santiago Las Condes,Chile,Santiago,Las Condes,no,,Las Condes,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBfbbeqXK3wjjZ4,Hampton by Hilton Lima San Isidro,Peru,Lima,San Isidro & Surroundings,no,,San Isidro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBh2QYzF7yjoY5a,Hotel Torremayor Providencia,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBhVHdijlLlxMtC,Los Balcones De Moral Y Santa Catalina,Peru,Arequipa,Arequipa,no,,Arequipa,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBhqn0ZnW3kIBUg,NOW Grand Island,Mexico,Cancún,Cancún,no,,Cancún Airport Corridor,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBhr1jbfqSVhfEj,Hotel Delirio,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBht94kz9Uw3mpO,725 Continental Hotel,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBi6RgqhGeIEWiD,Del Pilar Miraflores Hotel,Peru,Lima,Lima,no,,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBi8EN3hjztgNc0,Esplendor Santo Domingo,Dominican Republic,Santo Domingo,Santo Domingo,no,,Santo Domingo Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBiVmzCsa02j4e0,Courtyard Nassau Downtown/Junkanoo Beach,Bahamas,Nassau,Nassau,no,,Nassau / New Providence,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBjNffpJjAuM23K,bh Usaquen,Colombia,Bogota,Bogota North,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,recBjb6fez7iK9j9I,Rincon Of The Seas Grand Caribbean,Puerto Rico,Rincon,Rincon,no,,West Coast / University & Surf,High,dealality_keyword_corridor_map,name_keyword_west_coast
ready,recBjsA6IJZv0gbmz,Mandarin Oriental Santiago,Chile,Santiago,Las Condes,no,,Las Condes,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBlE9JLcA9tUqpA,Adriatika Boutique Hotel Guatemala,Guatemala,Guatemala City,Guatemala City,no,,Guatemala City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBlsuZprYQt3ABm,San Geronimo,Puerto Rico,San Juan,San Juan Area,no,,San Juan Metro,High,dealality_city_corridor_map,pr_city_inference_map
ready,recBnPAPbh8dzDaFr,Las Palmas Suites Apartments,El Salvador,San Salvador,San Salvador,no,,San Salvador,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBo7N3KaFfQ4RY6,Kimpton Las Mercedes-Santo Domingo,Dominican Republic,Colonial City,Santo Domingo,no,,Santo Domingo Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBoGbNIHmHyqcuR,Hotel Montego,Jamaica,Montego Bay,Montego Bay,no,,Montego Bay,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBonfsxrLPLqvC6,Hotel Colombia Real Pereira,Colombia,Pereira,Pereira,no,,Coffee Region / Pereira,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBpwKjCsPxswa04,Hotel La Española,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBqh5dFfBvHeIL7,Santo Toribio Hotel Boutique,Colombia,Cartagena,Centro Historico,no,,Cartagena,High,dealality_city_corridor_map,exact_city_map
ready,recBvhJYmh4TuBS7Z,Hard Rock Hotel & Casino Punta Cana,Dominican Republic,Macao,Dominican Republic Regional,yes,,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,recBwKuga7TaXIuzi,Hyatt Vivid Grand Island,Mexico,Cancún,Cancún,no,,Cancún Airport Corridor,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBwWWzyhXVNJrpt,The Singular Santiago,Chile,Santiago Centro,Santiago Centro,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBx0pgIteCbhuEK,Karmairi Cartagena,Colombia,Cartagena,Cartagena Surrounding & Morros,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBx9uEYNGaknMdJ,Esplendor by Wyndham Mendoza,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBxDEcJV8lV3l9F,Republica Hotel,Ecuador,Quito,Quito,no,,Quito,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBxGNdpOvCkkUBj,Tropical Paradise Hotel,Belize,Caye Caulker,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBxRasK07r4mAEg,Hotel Encanto Machu Picchu,Peru,Machu Picchu,Machu Picchu,no,,Machu Picchu Access,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBywyVxLhsnZc15,Casa Hotel Zuetana,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,recByzLYk3ozdsNtU,Hotel Las Americas Golden Tower,Panama,Panama,Panama City,no,,Panama City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBzDP5UvL5XgcOY,Windsor Miramar Hotel,Brazil,Rio De Janeiro,Rio De Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recBzeyHCSovoAcnP,Hotel Arenteiro,Panama,Panama,Panama,no,,Panama City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recC1nQhs8Jrp4Di4,Hotel Agualcas,Nicaragua,Managua,Managua,no,,Managua,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recC3x6zoELYnZB6S,Hilton Garden Inn Buenos Aires Norte,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recC4LYiSLkdSnYvT,Hotel Benidorm Panama,Panama,Panama City,Panama City,no,,Panama City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recC5xjAGQpszZKH9,Dreams Sands Cancun Resort & Spa,Mexico,Cancun,Cancun Coast,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,recC8kLqWUaKO7Q7K,Bocas Paradise Hotel,Panama,Bocas del Toro,Bocas del Toro,no,,Bocas del Toro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCARDkjqOizQ6c0,Be Hollywood,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCAlVjwTdlftKBu,Presidente Hotel Santiago,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCB2WCPKNoqVThh,Palace Resort Playacar Palace,Mexico,Playa Del Carmen,Playa Del Carmen,no,,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCBRhcPAYDd6ovz,Tamarind Bay Condos,Cayman Islands,Grand Cayman,Grand Cayman,no,,Grand Cayman,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCDSwYM0Mis6LQH,Sarmiento Palace Hotel,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCES0dtj4UJLWyW,Hotel San Jose Hostal,El Salvador,San Salvador,San Salvador,no,,San Salvador,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCF42AfKLY69XmT,Hotel Costanero Montevideo - MGallery Collection,Uruguay,Montevideo,Montevideo,no,,Montevideo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCFj86DWieqjcXd,Hotel Aloha Sol,Dominican Republic,Santiago,Santiago,no,,Santiago / Cibao,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCFy2DUZL69qhMG,Hotel Sol Inn Santa Marta,Colombia,Santa Marta,Santa Marta,no,,Santa Marta,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCGAZUAQBZU4rax,El Conquistador Hotel,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCGJdRZIGhglOZq,The Westin Panama,Panama,Panama,Panama City,no,,Panama City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCGTG321HRmv43w,Mariposa Beach Resort,Belize,Placencia,Placencia,no,,Placencia,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCHOC3vdxOScwQW,Versus Hotel,Colombia,Medellín,Medellín,no,,Medellín,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCHisFVaU8KZ4JU,QP Hotels Arequipa,Peru,Arequipa,Arequipa,no,,Arequipa,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCHlEx2kBIB9WmS,Adhara Hotel Hacienda Cancun,Mexico,Cancun,Cancun,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,recCHqm08CzN7gc87,Hotel Principado,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCIwd4GxEAC1p4z,Ecopackers Machupicchu Hostel,Peru,Machu Picchu,Machu Picchu,no,,Machu Picchu Access,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCLJR5ejW91or8D,Hotel California,Uruguay,Montevideo,Montevideo,no,,Montevideo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCLhrEXTvDDVHFd,Iberostar Waves Cozumel,Mexico,Cozumel,Cozumel/Isla Mujeres/Holbox,no,,Cozumel,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCMAa5MLrTPdk3c,Wyndham Hotels & Resorts Cap Cana La Altagracia,Dominican Republic,Punta Cana,Punta Cana,no,,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCOdqFhj4jOjUe9,Condor Palace Hostal,Peru,Machu Picchu,Machu Picchu,no,,Machu Picchu Access,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCPC3rxpsg4h0KS,Le Consulat Hotel At Condado San Juan,Puerto Rico,San Juan,San Juan,no,,San Juan Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCQ27gNKIsysexc,Mystic River Resort,Belize,Negroman,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recCQ3BmDvAU1QEJ9,Hotel Suite Comfort,Colombia,Medellin,Medellin,no,,Medellín,High,dealality_city_corridor_map,exact_city_map
