status,censusRecordId,censusName,directoryName,directoryBrandPropertyCode,matchConfidence,matchScore,matchReason,fieldsToApply,sourceUrl
unmatched_directory,,,"Majestic Palace Sorrento, Curio Collection by Hilton",NAPMPQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/italy/curio-collection/
unmatched_directory,,,"Mangia's Santa Teresa Sardinia, Curio Collection by Hilton",OLBCCQQ,none,44,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/italy/curio-collection/
no_changes,recNP2jHW1fVPY85A,The Rif at Mangrove Beach Corendon Curacao All-Inclusive Curio by Hilton,"Mangrove Beach Corendon Curacao All-Inclusive Resort, Curio by Hilton",CURRYQQ,high,100,Website host + name similarity; website host match,,https://www.hilton.com/en/hotels/curryqq-mangrove-beach-corendon-curacao-all-inclusive-resort/
unmatched_directory,,,"Marina Baie des Anges Hotel, Curio Collection by Hilton",NCEVMQQ,none,42,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/france/curio-collection/
no_changes,recrp3O4pJkbNDl4Q,MS Milenium Monterrey Curio Collection by Hilton,"MS Milenium Monterrey, Curio Collection by Hilton",MTYMMQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/mtymmqq-ms-milenium-monterrey/
no_changes,recypLLe3st6SJl0s,Nacar Hotel Cartagena Curio Collection,"Nacar Hotel Cartagena, Curio Collection by Hilton",CTGMAQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/ctgmaqq-nacar-hotel-cartagena/
unmatched_directory,,,"Next Hotel Melbourne, Curio Collection by Hilton",MELNXQQ,none,54,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/australia/curio-collection/
unmatched_directory,,,"Niepce Paris Hotel, Curio Collection by Hilton",PARFRQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/france/curio-collection/
no_changes,recAaTLAMer14ZEuG,"Mahogany Bay Resort & Beach Club, Curio Collection by Hilton","Numo Ierapetra Beach Resort Crete, Curio Collection by Hilton",HERNIQQ,high,48,Website host + name similarity; website host match,,https://www.hilton.com/en/hotels/herniqq-numo-ierapetra-beach-resort-crete/
unmatched_directory,,,"Palacio de Godoy Caceres, Curio Collection by Hilton",BJZPGQQ,none,45,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/spain/curio-collection/
no_changes,rechQ0MeFN0eQjDkl,Palacio Provincial San Juan Curio Collection by Hilton,"Palacio Provincial San Juan, Curio Collection by Hilton",SJUPPQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/sjuppqq-palacio-provincial-san-juan/
unmatched_directory,,,"Picciolo Etna Golf Resort & Spa, Curio Collection by Hilton",CTASIQQ,none,50,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/italy/curio-collection/
unmatched_directory,,,"Porta Chiara Hotel Istanbul Karakoy, Curio Collection by Hilton",ISTRCQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/turkiye/curio-collection/
unmatched_directory,,,"Punta Sal Suites and Bungalows, Curio Collection by Hilton",PTLSBQQ,none,42,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/peru/curio-collection/
no_changes,recHVAuSZvmUQqhwS,Qoya Hotel Curitiba Curio Collection by Hilton,"Qoya Hotel Curitiba, Curio Collection by Hilton",CWBPRQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/cwbprqq-qoya-hotel-curitiba/
no_changes,recENAmPhqW1rsrxj,"Qoya Hotel Sao Paulo, Curio Collection by Hilton","Qoya Hotel Sao Paulo, Curio Collection by Hilton",SAOCRQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/saocrqq-qoya-hotel-sao-paulo/
unmatched_directory,,,"Revery Toronto Downtown, Curio Collection by Hilton",YYZDTQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/canada/curio-collection/
