airtableTable,brandSetupTab,mappingSource,mappingKind,apiFormKey,airtableColumn,notes
Brand Setup - Portfolio & Performance,3 · Portfolio & Performance,PORTFOLIO_PERFORMANCE_FORM_TO_AIRTABLE,scalar,ownerPortal,Franchisee Reporting Portal / Data Access,
Brand Setup - Portfolio & Performance,3 · Portfolio & Performance,PORTFOLIO_PERFORMANCE_FORM_TO_AIRTABLE,scalar,analyticsPlatform,Data / Analytics Platform Required or Approved,
Brand Setup - Portfolio & Performance,3 · Portfolio & Performance,PORTFOLIO_PERFORMANCE_FORM_TO_AIRTABLE,scalar,apiIntegrations,"Required Integrations (OTAs, Payments, etc.)",
Brand Setup - Portfolio & Performance,3 · Portfolio & Performance,PORTFOLIO_PATCH,multi_select,reportTypes,Report Types Required,Also see REPORT_TYPES_CHECKBOX_COLUMNS for checkbox-style columns
Brand Setup - Portfolio & Performance,3 · Portfolio & Performance,REPORT_TYPES_CHECKBOX_COLUMNS,portfolio_report_checkbox,reportTypes:P&L Statement,P&L Statement - Report Types,Boolean checkbox column paired with reportTypes
Brand Setup - Portfolio & Performance,3 · Portfolio & Performance,REPORT_TYPES_CHECKBOX_COLUMNS,portfolio_report_checkbox,reportTypes:Cash Flow,Cash Flow - Report Types,Boolean checkbox column paired with reportTypes
Brand Setup - Portfolio & Performance,3 · Portfolio & Performance,REPORT_TYPES_CHECKBOX_COLUMNS,portfolio_report_checkbox,reportTypes:Budget vs. Actual,Budget vs. Actual - Report Types,Boolean checkbox column paired with reportTypes
Brand Setup - Portfolio & Performance,3 · Portfolio & Performance,REPORT_TYPES_CHECKBOX_COLUMNS,portfolio_report_checkbox,reportTypes:Forecasts,Forecasts - Report Types,Boolean checkbox column paired with reportTypes
Brand Setup - Portfolio & Performance,3 · Portfolio & Performance,REPORT_TYPES_CHECKBOX_COLUMNS,portfolio_report_checkbox,reportTypes:Operational Metrics,Operational Metrics - Report Types,Boolean checkbox column paired with reportTypes
Brand Setup - Portfolio & Performance,3 · Portfolio & Performance,REPORT_TYPES_CHECKBOX_COLUMNS,portfolio_report_checkbox,reportTypes:Capital Expenditure,Capital Expenditure - Report Types,Boolean checkbox column paired with reportTypes
Brand Setup - Brand Standards,4 · Brand Standards,BRAND_STANDARDS_FORM_TO_AIRTABLE,amenity_alternates,amenityLobby,Lobby | Lobby Required,GET uses additional Brand Standards columns; see brandStandardsData in getBrandLibraryBrandById
Brand Setup - Brand Standards,4 · Brand Standards,BRAND_STANDARDS_FORM_TO_AIRTABLE,amenity_alternates,amenityBar,Bar / Beverage | Bar or Beverage | Bar/Beverage,GET uses additional Brand Standards columns; see brandStandardsData in getBrandLibraryBrandById
Brand Setup - Brand Standards,4 · Brand Standards,BRAND_STANDARDS_FORM_TO_AIRTABLE,amenity_alternates,amenityFitness,Fitness Center | Fitness,GET uses additional Brand Standards columns; see brandStandardsData in getBrandLibraryBrandById
Brand Setup - Brand Standards,4 · Brand Standards,BRAND_STANDARDS_FORM_TO_AIRTABLE,amenity_alternates,amenityPool,Pool,GET uses additional Brand Standards columns; see brandStandardsData in getBrandLibraryBrandById
Brand Setup - Brand Standards,4 · Brand Standards,BRAND_STANDARDS_FORM_TO_AIRTABLE,amenity_alternates,amenityMeeting,Meeting / Event Space | Meeting/Event Space,GET uses additional Brand Standards columns; see brandStandardsData in getBrandLibraryBrandById
Brand Setup - Brand Standards,4 · Brand Standards,BRAND_STANDARDS_FORM_TO_AIRTABLE,amenity_alternates,amenityCoworking,Co-Working Space | Co-working | Coworking,GET uses additional Brand Standards columns; see brandStandardsData in getBrandLibraryBrandById
Brand Setup - Brand Standards,4 · Brand Standards,BRAND_STANDARDS_FORM_TO_AIRTABLE,amenity_alternates,amenityGrabgo,Grab & Go | Grab and Go | Grab & Go or Marketplace,GET uses additional Brand Standards columns; see brandStandardsData in getBrandLibraryBrandById
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,aopRadius,Radius - Typical Area of Protection,
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,aopRestrictions,Restrictions - Typical Area of Protection,
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,loiTimeline,LOI Timeline to Agreement,
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,terminationForCause,For Cause - Termination Rights,
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,terminationWithoutCause,Without Cause - Termination Rights,
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,terminationOnSale,On Sale - Termination Rights,
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,liquidatedDamages,Liquidated Damages,
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,exclusivityOptional,Exclusivity,
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,loiBinding,Binding - LOI Binding vs NonBinding Terms,
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,loiNonBinding,Non-Binding - LOI Binding vs NonBinding Terms,
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,legalConfidentiality,Confidentiality,
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,conditionsPrecedent,Conditions Precedent,
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,buyoutTransferProvisions,Buyout / Transfer Provisions,
Brand Setup - Legal Terms,7 · Legal Terms,LEGAL_TERMS_FORM_TO_AIRTABLE,scalar,assignmentRestrictions,Assignment Restrictions,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,willingToNegotiateIncentives,Willing to Negotiate Incentives,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,typesOfIncentivesOther,Other (Text) - Types of Incentives,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,keyMoneyPaymentTiming,Key Money Payment Timing,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,keyMoneyPaymentStructure,Key Money Payment Structure,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,keyMoneyClawbackTerms,Key Money Clawback Terms,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,revenueManagementOther,Revenue Management Other,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,salesMarketingOther,Sales Marketing Other,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,accountingReportingOther,Accounting Reporting Other,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,procurementServicesOther,Procurement Services Other,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,hrTrainingServicesOther,HR Training Services Other,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,technologyServicesOther,Technology Services Other,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,designRenovationSupportOther,Design Renovation Support Other,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,developmentServicesOther,Development Services Other,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,serviceDifferentiators,Service Offering Summary,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,communicationStyle,Owner Communication Style,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,ownerInvolvement,Owner Involvement Level,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,ownerResponseTime,Typical Response Time for Owner Inquiries,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,decisionMaking,Decision-Making Process,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,disputeResolution,Dispute Resolution Approach,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,concernResolutionTime,Average Time to Resolve Owner Concerns,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,ownerAdvisoryBoard,Owner Advisory Board,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,ownerEducation,Owner Education/Training Provided,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,ownerReferences,Owner References Available,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,caseStudies,Case Studies Available,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,testimonialLinks,Testimonial Links,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,industryRecognition,Industry Recognition,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,ownerSatisfactionScore,Owner Satisfaction Score (NPS),
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,lenderReferences,Lender References Available,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,majorLenders,Major Lenders Worked With,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,specializations,Specializations,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,testimonials,Key Owner Success Stories,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,ownerPortalAvailable,Owner Portal Available,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,ownerPortalTier,Owner Portal Tier,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,ownerPortalFeatures,Owner Portal Features,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,ownerPortalNotes,Owner Portal Notes,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,additionalNotes,Additional Notes,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,ongoingSupportIncluded,Ongoing Support Included,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,crsParticipation,CRS / Central Res. Participation,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_FORM_TO_AIRTABLE,scalar,gdsParticipation,GDS Participation,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_GET,multi_select,typesOfIncentives,Incentive Types,Multi-select; options in OPERATIONAL_SUPPORT_INCENTIVE_TYPES_OPTIONS
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_MULTI_SELECT,multi_select,revenueManagementServices,Revenue Management Services,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_MULTI_SELECT,multi_select,salesMarketingSupport,Sales & Marketing Support,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_MULTI_SELECT,multi_select,accountingReporting,Accounting & Financial Reporting,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_MULTI_SELECT,multi_select,procurementServices,Procurement Services,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_MULTI_SELECT,multi_select,hrTrainingServices,HR & Training Services,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_MULTI_SELECT,multi_select,technologyServices,Technology Services,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_MULTI_SELECT,multi_select,designRenovationSupport,Design & Renovation Support,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_MULTI_SELECT,multi_select,developmentServices,Development Services,
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,revenueManagementServices:In-House Revenue Management Team,In-House Revenue Management Team - Revenue Management Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,revenueManagementServices:Outsourced Revenue Management,Outsourced Revenue Management - Revenue Management Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,revenueManagementServices:Dedicated Revenue Manager Per Property,Dedicated Revenue Manager Per Property - Revenue Management Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,revenueManagementServices:Regional Revenue Management Support,Regional Revenue Management Support - Revenue Management Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,revenueManagementServices:Advanced Analytics and Forecasting,Advanced Analytics and Forecasting - Revenue Management Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,revenueManagementServices:Dynamic Pricing Optimization,Dynamic Pricing Optimization - Revenue Management Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,revenueManagementServices:Market Intelligence and Benchmarking,Market Intelligence and Benchmarking - Revenue Management Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,revenueManagementServices:Other,Other - Revenue Management Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,salesMarketingSupport:Dedicated Sales Team,Dedicated Sales Team - Sales & Marketing Support,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,salesMarketingSupport:Group Sales Support,Group Sales Support - Sales & Marketing Support,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,salesMarketingSupport:Corporate Sales Support,Corporate Sales Support - Sales & Marketing Support,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,salesMarketingSupport:Digital Marketing Services,Digital Marketing Services - Sales & Marketing Support,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,salesMarketingSupport:Social Media Management,Social Media Management - Sales & Marketing Support,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,salesMarketingSupport:Brand Marketing Support,Brand Marketing Support - Sales & Marketing Support,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,salesMarketingSupport:Local Marketing Programs,Local Marketing Programs - Sales & Marketing Support,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,salesMarketingSupport:SEO and Online Presence,SEO and Online Presence - Sales & Marketing Support,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,salesMarketingSupport:Other,Other - Sales & Marketing Support,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,accountingReporting:Daily Financial Reporting,Daily Financial Reporting - Accounting & Financial Reporting,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,accountingReporting:Weekly Financial Reporting,Weekly Financial Reporting - Accounting & Financial Reporting,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,accountingReporting:Monthly P&L Statements,Monthly P&L Statements - Accounting & Financial Reporting,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,accountingReporting:Cash Flow Management,Cash Flow Management - Accounting & Financial Reporting,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,accountingReporting:Budget vs. Actual Analysis,Budget vs. Actual Analysis - Accounting & Financial Reporting,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,accountingReporting:Forecasting and Projections,Forecasting and Projections - Accounting & Financial Reporting,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,accountingReporting:Owner Portal Access,Owner Portal Access - Accounting & Financial Reporting,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,accountingReporting:Real-Time Financial Data,Real-Time Financial Data - Accounting & Financial Reporting,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,accountingReporting:Other,Other - Accounting & Financial Reporting,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,procurementServices:Centralized Purchasing,Centralized Purchasing - Procurement Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,procurementServices:Preferred Vendor Network,Preferred Vendor Network - Procurement Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,procurementServices:Volume Discounts,Volume Discounts - Procurement Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,procurementServices:Supply Chain Management,Supply Chain Management - Procurement Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,procurementServices:Vendor Relationship Management,Vendor Relationship Management - Procurement Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,procurementServices:Cost Savings Programs,Cost Savings Programs - Procurement Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,procurementServices:Quality Assurance On Purchases,Quality Assurance On Purchases - Procurement Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,procurementServices:Other,Other - Procurement Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,hrTrainingServices:Recruitment and Hiring,Recruitment and Hiring - HR & Training Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,hrTrainingServices:Onboarding Programs,Onboarding Programs - HR & Training Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,hrTrainingServices:Ongoing Training Programs,Ongoing Training Programs - HR & Training Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,hrTrainingServices:Leadership Development,Leadership Development - HR & Training Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,"hrTrainingServices:Certification Support (CHA, CHRM, etc.)","Certification Support (CHA, CHRM, etc.) - HR & Training Services",Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,hrTrainingServices:Performance Management,Performance Management - HR & Training Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,hrTrainingServices:Employee Retention Programs,Employee Retention Programs - HR & Training Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,hrTrainingServices:HR Compliance and Administration,HR Compliance and Administration - HR & Training Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,hrTrainingServices:Other,Other - HR & Training Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,technologyServices:IT Support and Helpdesk,IT Support and Helpdesk - Technology Services,Option label for multi-select value
Brand Setup - Operational Support,6 · Operational Support,OPERATIONAL_SUPPORT_SERVICE_COLUMNS,op_service_option,technologyServices:System Integrations,System Integrations - Technology Services,Option label for multi-select value
